equipmentid,facilityid,areaid,equipmentname,equipmenttype,brand,model,serialnumber,purchasedate,purchaseprice,warrantyexpiry,status
EQ0743,FAC004,AR036,Dumbbells #7,Free Weights,Life Fitness,Dumbbells-989,15C94481-2A2,2023-11-29,143,2026-11-28,Active
EQ0744,FAC004,AR036,Dumbbells #8,Free Weights,Bowflex,Dumbbells-844,DEF0CBAF-924,2022-10-15,159,2023-10-15,Active
EQ0745,FAC004,AR036,Dumbbells #9,Free Weights,TRX,Dumbbells-527,8DF43957-0B2,2021-12-17,66,2022-12-17,Active
EQ0746,FAC004,AR036,Dumbbells #10,Free Weights,Technogym,Dumbbells-130,7B518914-925,2023-05-18,186,2026-05-17,Active
EQ0747,FAC004,AR036,Dumbbells #11,Free Weights,Schwinn,Dumbbells-300,17F02DDB-D51,2021-11-14,126,2024-11-13,Active
EQ0748,FAC004,AR036,Dumbbells #12,Free Weights,TRX,Dumbbells-193,0478E9D1-7BC,2021-10-05,176,2022-10-05,Active
EQ0749,FAC004,AR036,Dumbbells #13,Free Weights,Life Fitness,Dumbbells-557,EECEFB61-237,2023-01-08,105,2025-01-07,Active
EQ0750,FAC004,AR036,Dumbbells #14,Free Weights,Schwinn,Dumbbells-327,1F2A6C38-52E,2022-12-22,184,2023-12-22,Maintenance
EQ0751,FAC004,AR036,Dumbbells #15,Free Weights,Precor,Dumbbells-559,FFFD49FE-40D,2023-03-19,146,2026-03-18,Active
EQ0752,FAC004,AR036,Dumbbells #16,Free Weights,Precor,Dumbbells-714,E6A8DC46-DC0,2021-04-06,171,2022-04-06,Active
EQ0753,FAC004,AR036,Dumbbells #17,Free Weights,Life Fitness,Dumbbells-215,07099658-849,2022-02-01,105,2025-01-31,Maintenance
EQ0754,FAC004,AR036,Dumbbells #18,Free Weights,Life Fitness,Dumbbells-558,6840FC47-61A,2025-08-11,175,2028-08-10,Active
EQ0755,FAC004,AR036,Dumbbells #19,Free Weights,Precor,Dumbbells-670,44477AC9-DB4,2024-09-06,200,2027-09-06,Active
EQ0756,FAC004,AR036,Dumbbells #20,Free Weights,Cybex,Dumbbells-349,15A285BB-916,2023-11-04,156,2025-11-03,Active
EQ0757,FAC004,AR036,Dumbbells #21,Free Weights,Cybex,Dumbbells-846,FBC220FB-695,2022-11-21,67,2025-11-20,Out of Service
EQ0758,FAC004,AR036,Dumbbells #22,Free Weights,NordicTrack,Dumbbells-861,7AD00A78-762,2021-12-16,119,2023-12-16,Active
EQ0759,FAC004,AR036,Dumbbells #23,Free Weights,TRX,Dumbbells-812,101E2A34-D00,2024-06-16,169,2026-06-16,Active
EQ0760,FAC004,AR036,Dumbbells #24,Free Weights,Bowflex,Dumbbells-672,59A78BD2-D8C,2020-10-07,119,2021-10-07,Active
EQ0761,FAC004,AR036,Dumbbells #25,Free Weights,Bowflex,Dumbbells-221,64D08D70-FF2,2022-09-18,175,2023-09-18,Maintenance
EQ0762,FAC004,AR036,Dumbbells #26,Free Weights,Cybex,Dumbbells-815,FBE4F76D-D86,2022-02-01,64,2025-01-31,Active
EQ0763,FAC004,AR036,Dumbbells #27,Free Weights,Technogym,Dumbbells-802,4730F638-E99,2021-12-26,166,2024-12-25,Active
EQ0764,FAC004,AR036,Dumbbells #28,Free Weights,Bowflex,Dumbbells-210,5F444871-E35,2024-10-19,166,2026-10-19,Active
EQ0765,FAC004,AR036,Dumbbells #29,Free Weights,NordicTrack,Dumbbells-335,994FABD4-277,2023-05-16,178,2024-05-15,Active
EQ0766,FAC004,AR036,Dumbbells #30,Free Weights,Bowflex,Dumbbells-684,212CA130-BF8,2025-09-13,113,2028-09-12,Maintenance
EQ0767,FAC004,AR036,Dumbbells #31,Free Weights,Technogym,Dumbbells-480,179DD9C8-093,2023-12-18,106,2024-12-17,Active
EQ0768,FAC004,AR036,Dumbbells #32,Free Weights,Bowflex,Dumbbells-117,BC5803F4-BA1,2024-06-02,51,2026-06-02,Maintenance
EQ0769,FAC004,AR036,Dumbbells #33,Free Weights,StairMaster,Dumbbells-138,976DD58C-F0F,2022-06-03,141,2025-06-02,Active
EQ0770,FAC004,AR036,Kettlebells #1,Free Weights,TRX,Kettlebells-946,E163B24C-502,2023-06-17,71,2026-06-16,Active
EQ0771,FAC004,AR036,Kettlebells #2,Free Weights,StairMaster,Kettlebells-439,D1634FD4-82C,2022-03-02,48,2023-03-02,Active
EQ0772,FAC004,AR036,Kettlebells #3,Free Weights,StairMaster,Kettlebells-836,E7D1F17D-7F5,2024-09-21,60,2027-09-21,Active
EQ0773,FAC004,AR036,Kettlebells #4,Free Weights,Technogym,Kettlebells-711,E28F8D37-CB2,2025-04-30,149,2026-04-30,Active
EQ0774,FAC004,AR036,Kettlebells #5,Free Weights,Precor,Kettlebells-366,F669FF54-0D2,2024-11-29,71,2027-11-29,Active
EQ0775,FAC004,AR036,Kettlebells #6,Free Weights,Technogym,Kettlebells-210,9D5A4F56-725,2025-01-14,118,2027-01-14,Active
EQ0776,FAC004,AR036,Kettlebells #7,Free Weights,Technogym,Kettlebells-934,1CB84196-BAC,2024-12-23,70,2027-12-23,Active
EQ0777,FAC004,AR036,Kettlebells #8,Free Weights,Matrix,Kettlebells-855,B3DB0F17-45F,2021-06-28,119,2022-06-28,Active
EQ0778,FAC004,AR036,Kettlebells #9,Free Weights,NordicTrack,Kettlebells-492,31CDFE45-A67,2023-07-23,30,2026-07-22,Active
EQ0779,FAC004,AR036,Kettlebells #10,Free Weights,Cybex,Kettlebells-102,FC012FE0-F02,2024-10-18,30,2027-10-18,Active
EQ0780,FAC004,AR036,Kettlebells #11,Free Weights,Technogym,Kettlebells-683,C210FE0A-530,2021-07-04,55,2022-07-04,Active
EQ0781,FAC004,AR036,Kettlebells #12,Free Weights,Bowflex,Kettlebells-453,066E657F-ACF,2024-07-04,32,2025-07-04,Active
EQ0782,FAC004,AR036,Kettlebells #13,Free Weights,TRX,Kettlebells-103,17F1E586-B42,2024-05-19,59,2027-05-19,Active
EQ0783,FAC004,AR036,Kettlebells #14,Free Weights,Precor,Kettlebells-894,288AC49D-E69,2020-10-05,39,2021-10-05,Maintenance
EQ0784,FAC004,AR036,Kettlebells #15,Free Weights,Matrix,Kettlebells-608,A72FCCBC-278,2025-04-13,143,2027-04-13,Active
EQ0785,FAC004,AR036,Kettlebells #16,Free Weights,Bowflex,Kettlebells-242,30EF77A0-267,2022-11-13,44,2023-11-13,Active
EQ0786,FAC004,AR036,Kettlebells #17,Free Weights,Matrix,Kettlebells-551,315F1594-B25,2023-06-07,134,2025-06-06,Active
EQ0787,FAC004,AR036,Kettlebells #18,Free Weights,TRX,Kettlebells-582,E8EBEA68-ECD,2025-02-21,138,2028-02-21,Active
EQ0788,FAC004,AR036,Kettlebells #19,Free Weights,Cybex,Kettlebells-975,5A012510-804,2025-08-07,138,2027-08-07,Active
EQ0789,FAC004,AR036,Kettlebells #20,Free Weights,Precor,Kettlebells-174,C3BD2A58-6D0,2025-03-12,82,2028-03-11,Active
EQ0790,FAC004,AR036,Kettlebells #21,Free Weights,TRX,Kettlebells-758,10B97F2F-EC2,2023-09-20,39,2024-09-19,Active
EQ0791,FAC004,AR036,Kettlebells #22,Free Weights,NordicTrack,Kettlebells-937,12AA1E6E-B52,2024-04-03,109,2027-04-03,Active
EQ0792,FAC004,AR036,Kettlebells #23,Free Weights,TRX,Kettlebells-873,467F4338-12B,2021-12-15,123,2023-12-15,Out of Service
EQ0793,FAC004,AR036,Kettlebells #24,Free Weights,Matrix,Kettlebells-455,DBE064BD-EAC,2023-04-24,69,2025-04-23,Maintenance
EQ0794,FAC004,AR036,Kettlebells #25,Free Weights,Cybex,Kettlebells-234,963D0F91-781,2025-03-15,106,2027-03-15,Active
EQ0795,FAC004,AR036,Medicine Balls #1,Free Weights,TRX,MedicineBalls-851,6ED2B192-C3B,2024-05-28,39,2027-05-28,Active
EQ0796,FAC004,AR036,Medicine Balls #2,Free Weights,NordicTrack,MedicineBalls-503,7B2BE066-937,2022-07-17,92,2024-07-16,Active
EQ0797,FAC004,AR036,Medicine Balls #3,Free Weights,Life Fitness,MedicineBalls-471,ACFB7064-A67,2022-01-30,85,2025-01-29,Active
EQ0798,FAC004,AR036,Medicine Balls #4,Free Weights,Bowflex,MedicineBalls-178,765A80DA-CB4,2022-08-17,28,2023-08-17,Maintenance
EQ0799,FAC004,AR036,Medicine Balls #5,Free Weights,Technogym,MedicineBalls-838,EC8CCFFB-5EF,2025-08-06,25,2026-08-06,Maintenance
EQ0800,FAC004,AR036,Medicine Balls #6,Free Weights,Schwinn,MedicineBalls-453,202E351A-1D5,2024-12-27,55,2027-12-27,Active
EQ0801,FAC004,AR036,Medicine Balls #7,Free Weights,Precor,MedicineBalls-673,2EC2F023-5B8,2023-11-04,71,2026-11-03,Active
EQ0802,FAC004,AR036,Medicine Balls #8,Free Weights,TRX,MedicineBalls-986,04197F3C-42F,2022-09-05,81,2024-09-04,Active
EQ0803,FAC004,AR036,Medicine Balls #9,Free Weights,TRX,MedicineBalls-752,89A0E287-4C3,2024-12-11,32,2025-12-11,Active
EQ0804,FAC004,AR036,Medicine Balls #10,Free Weights,NordicTrack,MedicineBalls-499,7769AF97-915,2021-04-05,89,2024-04-04,Active
EQ0805,FAC004,AR036,Medicine Balls #11,Free Weights,Precor,MedicineBalls-371,12FD4B10-57E,2022-01-04,59,2025-01-03,Active
EQ0806,FAC004,AR036,Medicine Balls #12,Free Weights,StairMaster,MedicineBalls-879,3CC750F6-245,2024-04-18,89,2026-04-18,Active
EQ0807,FAC004,AR036,Medicine Balls #13,Free Weights,Technogym,MedicineBalls-113,340916AA-6CD,2024-03-21,74,2027-03-21,Maintenance
EQ0808,FAC004,AR036,Medicine Balls #14,Free Weights,StairMaster,MedicineBalls-395,29A5DF67-88B,2021-02-01,39,2022-02-01,Active
EQ0809,FAC004,AR036,Medicine Balls #15,Free Weights,Bowflex,MedicineBalls-793,7D817D45-3FB,2023-07-19,41,2026-07-18,Active
EQ0810,FAC004,AR036,Medicine Balls #16,Free Weights,Technogym,MedicineBalls-841,B4546C52-F8F,2022-09-27,76,2024-09-26,Maintenance
EQ0811,FAC004,AR036,Medicine Balls #17,Free Weights,Schwinn,MedicineBalls-324,ED1E31A6-D98,2024-04-05,60,2026-04-05,Active
EQ0812,FAC004,AR036,Resistance Bands #1,Free Weights,Precor,ResistanceBands-694,4E2A58AB-47F,2023-07-01,19,2024-06-30,Active
EQ0813,FAC004,AR036,Resistance Bands #2,Free Weights,Bowflex,ResistanceBands-940,569B37A3-A17,2021-01-18,38,2022-01-18,Active
EQ0814,FAC004,AR036,Resistance Bands #3,Free Weights,Cybex,ResistanceBands-687,67C80DF8-DA4,2025-03-14,41,2027-03-14,Active
EQ0815,FAC004,AR036,Resistance Bands #4,Free Weights,Cybex,ResistanceBands-117,7C1DFC82-3CE,2021-08-07,20,2023-08-07,Active
EQ0816,FAC004,AR036,Resistance Bands #5,Free Weights,TRX,ResistanceBands-590,ED52920A-ACC,2025-07-18,15,2026-07-18,Maintenance
EQ0817,FAC004,AR036,Resistance Bands #6,Free Weights,Bowflex,ResistanceBands-708,471668C3-F44,2021-08-19,20,2024-08-18,Maintenance
EQ0818,FAC004,AR036,Resistance Bands #7,Free Weights,NordicTrack,ResistanceBands-824,A79CE5BC-DF6,2025-08-12,50,2028-08-11,Active
EQ0819,FAC004,AR036,Resistance Bands #8,Free Weights,Technogym,ResistanceBands-390,0ABB2973-F1B,2025-09-25,49,2027-09-25,Active
EQ0820,FAC004,AR036,Resistance Bands #9,Free Weights,Technogym,ResistanceBands-856,51ECA562-3CA,2025-04-04,21,2028-04-03,Active
EQ0821,FAC004,AR036,Resistance Bands #10,Free Weights,TRX,ResistanceBands-397,3AEC9089-999,2021-06-29,28,2022-06-29,Maintenance
EQ0822,FAC004,AR036,Resistance Bands #11,Free Weights,Matrix,ResistanceBands-617,0CBA81AE-43B,2023-03-11,16,2024-03-10,Active
EQ0823,FAC004,AR036,Resistance Bands #12,Free Weights,StairMaster,ResistanceBands-661,FF79B9EB-C31,2023-03-24,48,2026-03-23,Active
EQ0824,FAC004,AR036,Resistance Bands #13,Free Weights,Schwinn,ResistanceBands-179,90655D51-6F1,2022-10-19,50,2025-10-18,Active
EQ0825,FAC004,AR036,Resistance Bands #14,Free Weights,Bowflex,ResistanceBands-105,D7B7E8D7-2A6,2024-01-30,40,2025-01-29,Active
EQ0826,FAC004,AR036,Resistance Bands #15,Free Weights,Matrix,ResistanceBands-596,722B1029-9E5,2023-01-21,35,2025-01-20,Active
EQ0827,FAC004,AR036,Resistance Bands #16,Free Weights,StairMaster,ResistanceBands-442,81EA3264-399,2021-05-22,13,2022-05-22,Active
EQ0828,FAC004,AR036,Resistance Bands #17,Free Weights,StairMaster,ResistanceBands-527,6F3BE815-72D,2022-03-05,14,2025-03-04,Active
EQ0829,FAC004,AR036,Resistance Bands #18,Free Weights,Bowflex,ResistanceBands-948,CCBC79A8-FF5,2025-03-15,26,2026-03-15,Active
EQ0830,FAC004,AR036,Resistance Bands #19,Free Weights,Bowflex,ResistanceBands-697,7851E390-46C,2020-12-01,17,2023-12-01,Active
EQ0831,FAC004,AR036,Resistance Bands #20,Free Weights,Cybex,ResistanceBands-587,8D6BDF89-AEC,2025-07-16,28,2027-07-16,Active
EQ0832,FAC004,AR036,Resistance Bands #21,Free Weights,Life Fitness,ResistanceBands-283,B6DC4211-BB1,2024-11-13,11,2025-11-13,Active
EQ0833,FAC004,AR036,Resistance Bands #22,Free Weights,NordicTrack,ResistanceBands-452,3C7BFACD-671,2023-11-26,18,2025-11-25,Maintenance
EQ0834,FAC004,AR036,Resistance Bands #23,Free Weights,Life Fitness,ResistanceBands-560,943BFB6C-5BC,2025-03-19,45,2028-03-18,Maintenance
EQ0835,FAC004,AR036,Resistance Bands #24,Free Weights,Cybex,ResistanceBands-941,E0D29BA8-408,2025-02-04,33,2027-02-04,Active
EQ0836,FAC004,AR036,Resistance Bands #25,Free Weights,StairMaster,ResistanceBands-113,BCE987E3-50D,2021-06-24,36,2024-06-23,Active
EQ0837,FAC004,AR036,Resistance Bands #26,Free Weights,Technogym,ResistanceBands-125,8CCF5AFF-763,2020-12-04,44,2022-12-04,Maintenance
EQ0838,FAC004,AR036,Resistance Bands #27,Free Weights,Matrix,ResistanceBands-239,5E6854FC-FEF,2025-07-31,37,2028-07-30,Active
EQ0839,FAC004,AR036,Resistance Bands #28,Free Weights,TRX,ResistanceBands-555,5CA64767-578,2020-10-23,38,2023-10-23,Active
EQ0840,FAC004,AR036,Resistance Bands #29,Free Weights,Technogym,ResistanceBands-880,586D9AF6-649,2022-08-05,38,2024-08-04,Active
EQ0841,FAC004,AR036,Resistance Bands #30,Free Weights,Schwinn,ResistanceBands-210,A33D2281-E89,2022-10-09,48,2023-10-09,Active
EQ0842,FAC004,AR036,Resistance Bands #31,Free Weights,Matrix,ResistanceBands-302,82ED664A-A3C,2020-11-07,27,2023-11-07,Active
EQ0843,FAC004,AR036,Resistance Bands #32,Free Weights,Technogym,ResistanceBands-944,B4A17696-C8E,2025-05-23,46,2027-05-23,Active
EQ0844,FAC004,AR037,Treadmill #1,Cardio,Schwinn,Treadmill-801,00E3C497-884,2024-05-09,7067,2025-05-09,Active
EQ0845,FAC004,AR037,Treadmill #2,Cardio,Technogym,Treadmill-701,E2935724-ADC,2021-12-31,3627,2023-12-31,Active
EQ0846,FAC004,AR037,Treadmill #3,Cardio,NordicTrack,Treadmill-597,EFCE2FE8-69B,2021-03-27,5171,2024-03-26,Active
EQ0847,FAC004,AR037,Treadmill #4,Cardio,Technogym,Treadmill-559,6024AA46-120,2021-06-14,6455,2023-06-14,Out of Service
EQ0848,FAC004,AR037,Treadmill #5,Cardio,Technogym,Treadmill-554,8A6C9901-CFB,2021-08-01,5637,2023-08-01,Active
EQ0849,FAC004,AR037,Treadmill #6,Cardio,TRX,Treadmill-359,518582A5-097,2023-03-21,4015,2025-03-20,Maintenance
EQ0850,FAC004,AR037,Treadmill #7,Cardio,Bowflex,Treadmill-670,E5599547-494,2021-07-12,4186,2022-07-12,Active
EQ0851,FAC004,AR037,Treadmill #8,Cardio,TRX,Treadmill-846,ADEC54A5-D89,2022-11-11,3182,2025-11-10,Active
EQ0852,FAC004,AR037,Treadmill #9,Cardio,Cybex,Treadmill-490,075C6B77-04B,2024-12-06,3545,2026-12-06,Active
EQ0853,FAC004,AR037,Treadmill #10,Cardio,Life Fitness,Treadmill-888,65170C7D-859,2022-01-01,4314,2024-01-01,Active
EQ0854,FAC004,AR037,Treadmill #11,Cardio,StairMaster,Treadmill-722,F0A1AF59-48D,2021-12-06,7077,2022-12-06,Active
EQ0855,FAC004,AR037,Treadmill #12,Cardio,Technogym,Treadmill-956,0F7F66AA-D73,2025-04-11,6639,2028-04-10,Active
EQ0856,FAC004,AR037,Treadmill #13,Cardio,TRX,Treadmill-664,DED79313-7A4,2022-04-14,7973,2025-04-13,Out of Service
EQ0857,FAC004,AR037,Treadmill #14,Cardio,Life Fitness,Treadmill-722,F1452739-483,2020-11-09,7852,2023-11-09,Maintenance
EQ0858,FAC004,AR037,Elliptical #1,Cardio,Bowflex,Elliptical-937,BB49B718-AC4,2024-11-25,5906,2027-11-25,Active
EQ0859,FAC004,AR037,Elliptical #2,Cardio,StairMaster,Elliptical-987,316A4D0A-A67,2024-11-11,4850,2025-11-11,Active
EQ0860,FAC004,AR037,Elliptical #3,Cardio,Matrix,Elliptical-825,DF031506-CAA,2024-08-29,5712,2027-08-29,Maintenance
EQ0861,FAC004,AR037,Elliptical #4,Cardio,Precor,Elliptical-509,3DED684D-688,2025-08-20,3394,2027-08-20,Active
EQ0862,FAC004,AR037,Elliptical #5,Cardio,Bowflex,Elliptical-920,8F8E5B31-D78,2021-05-18,4484,2024-05-17,Active
EQ0863,FAC004,AR037,Elliptical #6,Cardio,TRX,Elliptical-213,5790716D-847,2025-05-21,2526,2027-05-21,Active
EQ0864,FAC004,AR037,Elliptical #7,Cardio,NordicTrack,Elliptical-141,66F7FC1D-F8B,2021-02-04,2779,2023-02-04,Active
EQ0865,FAC004,AR037,Elliptical #8,Cardio,Cybex,Elliptical-367,A8170BE5-A86,2023-03-31,3842,2026-03-30,Active
EQ0866,FAC004,AR037,Elliptical #9,Cardio,Schwinn,Elliptical-317,25C1C11A-D0C,2021-03-02,5854,2022-03-02,Maintenance
EQ0867,FAC004,AR037,Elliptical #10,Cardio,TRX,Elliptical-970,54E3A57A-691,2024-01-12,2594,2025-01-11,Active
EQ0868,FAC004,AR037,Stationary Bike #1,Cardio,TRX,StationaryBike-414,2581E62D-135,2023-01-29,2970,2025-01-28,Active
EQ0869,FAC004,AR037,Stationary Bike #2,Cardio,Matrix,StationaryBike-524,955BEB23-88A,2021-11-09,1761,2023-11-09,Active
EQ0870,FAC004,AR037,Stationary Bike #3,Cardio,Precor,StationaryBike-961,3472553C-7E2,2022-06-27,2286,2023-06-27,Active
EQ0871,FAC004,AR037,Stationary Bike #4,Cardio,NordicTrack,StationaryBike-863,A819EF8E-19C,2024-02-03,3622,2027-02-02,Active
EQ0872,FAC004,AR037,Stationary Bike #5,Cardio,StairMaster,StationaryBike-515,A98960B1-EE1,2023-01-15,2257,2026-01-14,Maintenance
EQ0873,FAC004,AR037,Stationary Bike #6,Cardio,Bowflex,StationaryBike-693,B25AA5BC-854,2023-10-26,1710,2025-10-25,Active
EQ0874,FAC004,AR037,Stationary Bike #7,Cardio,Schwinn,StationaryBike-131,95C9ECDA-7DF,2024-05-17,2217,2027-05-17,Active
EQ0875,FAC004,AR037,Stationary Bike #8,Cardio,Bowflex,StationaryBike-847,C0F5DD2D-AC9,2023-12-28,3967,2024-12-27,Active
EQ0876,FAC004,AR037,Stationary Bike #9,Cardio,Life Fitness,StationaryBike-738,4F267613-2A5,2024-06-15,2074,2026-06-15,Active
EQ0877,FAC004,AR037,Stationary Bike #10,Cardio,TRX,StationaryBike-479,0AD8011F-731,2022-09-30,2141,2025-09-29,Active
EQ0878,FAC004,AR037,Stationary Bike #11,Cardio,Cybex,StationaryBike-983,CD8B101F-70E,2022-09-01,3555,2023-09-01,Active
EQ0879,FAC004,AR037,Stationary Bike #12,Cardio,Matrix,StationaryBike-169,F1F16596-DC4,2024-12-03,1630,2027-12-03,Active
EQ0880,FAC004,AR037,Rowing Machine #1,Cardio,Bowflex,RowingMachine-182,28DE840C-ED2,2023-01-24,919,2026-01-23,Active
EQ0881,FAC004,AR037,Rowing Machine #2,Cardio,Bowflex,RowingMachine-891,740C160C-4FD,2024-12-05,1219,2027-12-05,Maintenance
EQ0882,FAC004,AR037,Rowing Machine #3,Cardio,Cybex,RowingMachine-739,3A693D55-694,2020-11-22,1692,2022-11-22,Active
EQ0883,FAC004,AR037,Rowing Machine #4,Cardio,Bowflex,RowingMachine-516,BEF1F80B-9AE,2022-04-13,1323,2023-04-13,Active
EQ0884,FAC004,AR037,Rowing Machine #5,Cardio,Precor,RowingMachine-127,88982FA5-626,2021-10-06,1445,2024-10-05,Active
EQ0885,FAC004,AR037,StairMaster #1,Cardio,Matrix,StairMaster-892,11A88023-9F3,2024-02-07,3512,2027-02-06,Active
EQ0886,FAC004,AR037,StairMaster #2,Cardio,Matrix,StairMaster-808,902E8D8A-47A,2024-04-21,3802,2027-04-21,Maintenance
EQ0887,FAC004,AR037,StairMaster #3,Cardio,TRX,StairMaster-557,C974EB28-C79,2023-08-16,4352,2026-08-15,Active
EQ0888,FAC004,AR037,StairMaster #4,Cardio,Bowflex,StairMaster-784,122A62A2-A52,2025-08-27,4242,2026-08-27,Active
EQ0889,FAC004,AR038,Bench Press #1,Strength,Schwinn,BenchPress-569,D5FA8A0D-EDF,2022-01-19,2248,2024-01-19,Active
EQ0890,FAC004,AR038,Bench Press #2,Strength,NordicTrack,BenchPress-469,D671BEAC-848,2020-12-03,1291,2022-12-03,Active
EQ0891,FAC004,AR038,Bench Press #3,Strength,TRX,BenchPress-740,5663AEC6-B54,2021-12-10,1855,2023-12-10,Active
EQ0892,FAC004,AR038,Bench Press #4,Strength,Matrix,BenchPress-594,424437F7-546,2024-04-19,1653,2026-04-19,Active
EQ0893,FAC004,AR038,Squat Rack #1,Strength,StairMaster,SquatRack-140,95D38934-A2C,2024-04-19,4722,2026-04-19,Active
EQ0894,FAC004,AR038,Squat Rack #2,Strength,Bowflex,SquatRack-778,5970CEB1-D89,2023-10-15,3426,2026-10-14,Active
EQ0895,FAC004,AR038,Cable Machine #1,Strength,Matrix,CableMachine-188,559E64CC-EC9,2021-06-17,4737,2022-06-17,Active
EQ0896,FAC004,AR038,Cable Machine #2,Strength,Life Fitness,CableMachine-887,59F7CB25-7DD,2022-09-06,3036,2023-09-06,Active
EQ0897,FAC004,AR038,Cable Machine #3,Strength,Schwinn,CableMachine-598,2004877B-C26,2023-08-23,3829,2025-08-22,Maintenance
EQ0898,FAC004,AR038,Cable Machine #4,Strength,Precor,CableMachine-253,7FA1A1DD-BC1,2023-02-21,4534,2024-02-21,Active
EQ0899,FAC004,AR038,Cable Machine #5,Strength,Bowflex,CableMachine-459,31075098-B68,2022-11-09,5255,2023-11-09,Out of Service
EQ0900,FAC004,AR038,Leg Press #1,Strength,StairMaster,LegPress-313,0E20EF46-7CB,2024-05-04,6774,2026-05-04,Active
EQ0901,FAC004,AR038,Leg Press #2,Strength,Matrix,LegPress-651,A9C3DA97-3DE,2024-07-12,5742,2025-07-12,Active
EQ0902,FAC004,AR038,Smith Machine #1,Strength,Bowflex,SmithMachine-840,8D6507E1-EEE,2024-05-06,5989,2027-05-06,Active
EQ0903,FAC004,AR038,Smith Machine #2,Strength,NordicTrack,SmithMachine-781,94321326-551,2024-09-25,5855,2027-09-25,Active
EQ0904,FAC004,AR045,Sound System #1,Studio Equipment,Bowflex,SoundSystem-490,09004742-964,2021-06-16,2665,2024-06-15,Maintenance
EQ0905,FAC004,AR045,Mirrors #1,Studio Equipment,TRX,Mirrors-655,9A19A1BB-7CB,2024-08-04,356,2026-08-04,Active
EQ0906,FAC004,AR045,Mirrors #2,Studio Equipment,Life Fitness,Mirrors-599,7545973E-114,2022-08-28,456,2025-08-27,Active
EQ0907,FAC004,AR045,Mirrors #3,Studio Equipment,Technogym,Mirrors-881,F6502401-73A,2021-12-08,396,2022-12-08,Maintenance
EQ0908,FAC004,AR045,Mirrors #4,Studio Equipment,Bowflex,Mirrors-784,2F220855-139,2021-07-27,497,2022-07-27,Active
EQ0909,FAC004,AR045,Mirrors #5,Studio Equipment,TRX,Mirrors-195,1F302685-E05,2024-06-05,518,2025-06-05,Active
EQ0910,FAC004,AR045,Mirrors #6,Studio Equipment,TRX,Mirrors-707,FE6394DE-61E,2024-05-27,210,2027-05-27,Active
EQ0911,FAC004,AR045,Mirrors #7,Studio Equipment,Matrix,Mirrors-256,74BCA45B-256,2023-06-28,272,2026-06-27,Active
EQ0912,FAC004,AR045,Yoga Mats #1,Studio Equipment,Bowflex,YogaMats-343,B2D379C0-DFA,2023-06-08,20,2025-06-07,Active
EQ0913,FAC004,AR045,Yoga Mats #2,Studio Equipment,Technogym,YogaMats-728,4B5DF49A-4AE,2021-02-19,47,2024-02-19,Maintenance
EQ0914,FAC004,AR045,Yoga Mats #3,Studio Equipment,Schwinn,YogaMats-783,812421E0-CF8,2024-06-20,26,2026-06-20,Active
EQ0915,FAC004,AR045,Yoga Mats #4,Studio Equipment,NordicTrack,YogaMats-803,B3A0B7B3-191,2022-11-29,18,2025-11-28,Out of Service
EQ0916,FAC004,AR045,Yoga Mats #5,Studio Equipment,Technogym,YogaMats-240,3A8CD190-2F6,2021-02-24,31,2023-02-24,Active
EQ0917,FAC004,AR045,Yoga Mats #6,Studio Equipment,NordicTrack,YogaMats-239,BE59CB26-F85,2022-09-14,30,2025-09-13,Active
EQ0918,FAC004,AR045,Yoga Mats #7,Studio Equipment,StairMaster,YogaMats-273,7B566809-62B,2021-04-24,36,2023-04-24,Active
EQ0919,FAC004,AR045,Yoga Mats #8,Studio Equipment,Schwinn,YogaMats-413,C902CE89-8D4,2022-12-15,44,2023-12-15,Active
EQ0920,FAC004,AR045,Yoga Mats #9,Studio Equipment,Cybex,YogaMats-566,C17899CE-CEE,2024-05-20,29,2026-05-20,Maintenance
EQ0921,FAC004,AR045,Yoga Mats #10,Studio Equipment,TRX,YogaMats-855,6269C71B-29C,2022-05-25,15,2023-05-25,Active
EQ0922,FAC004,AR045,Yoga Mats #11,Studio Equipment,Schwinn,YogaMats-999,A38F19B6-F38,2022-12-17,21,2023-12-17,Active
EQ0923,FAC004,AR045,Yoga Mats #12,Studio Equipment,Life Fitness,YogaMats-919,13BE19B1-E97,2024-08-03,17,2025-08-03,Out of Service
EQ0924,FAC004,AR045,Yoga Mats #13,Studio Equipment,Matrix,YogaMats-374,9A2DAE6E-E3E,2021-04-29,27,2023-04-29,Out of Service
EQ0925,FAC004,AR045,Yoga Mats #14,Studio Equipment,Cybex,YogaMats-757,A7798FEB-983,2025-06-07,48,2028-06-06,Active
EQ0926,FAC004,AR045,Yoga Mats #15,Studio Equipment,Life Fitness,YogaMats-235,27533BB9-35A,2025-07-16,47,2027-07-16,Active
EQ0927,FAC004,AR045,Yoga Mats #16,Studio Equipment,Schwinn,YogaMats-859,F5FC488E-206,2023-02-22,43,2026-02-21,Active
EQ0928,FAC004,AR045,Yoga Mats #17,Studio Equipment,Matrix,YogaMats-546,86E075C7-171,2023-04-30,48,2025-04-29,Active
EQ0929,FAC004,AR045,Yoga Mats #18,Studio Equipment,Matrix,YogaMats-176,E797FCB1-8D6,2024-07-13,37,2025-07-13,Active
EQ0930,FAC004,AR045,Yoga Mats #19,Studio Equipment,Matrix,YogaMats-212,17DDFD59-636,2025-02-21,34,2027-02-21,Out of Service
