paymentid,memberid,membershipid,amount,paymentdate,paymentmethod,transactionid,paymenttype,status,processeddate
PAY00000225,MEM000152,MS0000203,58.33,2022-04-27,Credit Card,TXN168005222,Monthly Membership,Completed,2022-04-27
PAY00000226,MEM000153,MS0000204,54.99,2023-03-11,Credit Card,TXN655913199,Monthly Membership,Completed,2023-03-11
PAY00000227,MEM000153,MS0000205,54.99,2023-04-13,Credit Card,TXN678478189,Monthly Membership,Completed,2023-04-13
PAY00000228,MEM000154,MS0000206,119.98,2025-03-22,Credit Card,TXN905830929,Membership + Registration,Completed,2025-03-22
PAY00000229,MEM000155,MS0000207,58.33,2021-04-10,Credit Card,TXN488369068,Monthly Membership,Completed,2021-04-10
PAY00000230,MEM000155,MS0000207,58.33,2021-08-08,Credit Card,TXN190935530,Monthly Membership,Completed,2021-08-08
PAY00000231,MEM000155,MS0000207,58.33,2021-12-06,Cash,TXN198770966,Monthly Membership,Completed,2021-12-06
PAY00000232,MEM000156,MS0000208,229.98,2022-04-06,Credit Card,TXN683423458,Membership + Registration,Completed,2022-04-06
PAY00000233,MEM000157,MS0000209,58.33,2021-07-11,Cash,TXN382926287,Monthly Membership,Completed,2021-07-11
PAY00000234,MEM000157,MS0000209,58.33,2021-11-08,Debit Card,TXN978544558,Monthly Membership,Completed,2021-11-08
PAY00000235,MEM000157,MS0000209,58.33,2022-03-08,Check,TXN583212808,Monthly Membership,Completed,2022-03-08
PAY00000236,MEM000158,MS0000210,89.98,2024-05-17,Credit Card,TXN722122723,Membership + Registration,Completed,2024-05-17
PAY00000237,MEM000159,MS0000211,99.99,2022-07-12,Credit Card,TXN637867284,Monthly Membership,Completed,2022-07-12
PAY00000238,MEM000160,MS0000212,119.98,2024-09-05,Debit Card,TXN367226787,Membership + Registration,Completed,2024-09-05
PAY00000239,MEM000161,MS0000213,89.98,2025-04-17,Debit Card,TXN192399467,Membership + Registration,Completed,2025-04-17
PAY00000240,MEM000161,MS0000214,89.98,2025-06-25,Credit Card,TXN814906373,Membership + Registration,Completed,2025-06-25
PAY00000241,MEM000162,MS0000215,89.98,2020-11-26,Cash,TXN568609411,Membership + Registration,Completed,2020-11-26
PAY00000242,MEM000163,MS0000216,229.98,2023-09-09,Credit Card,TXN796112837,Membership + Registration,Completed,2023-09-09
PAY00000243,MEM000164,MS0000217,119.98,2021-12-04,Credit Card,TXN362251968,Membership + Registration,Completed,2021-12-04
PAY00000244,MEM000165,MS0000218,119.98,2024-05-06,Credit Card,TXN858943984,Membership + Registration,Completed,2024-05-06
PAY00000245,MEM000166,MS0000219,59.99,2025-01-02,Debit Card,TXN770246875,Membership + Registration,Completed,2025-01-02
PAY00000246,MEM000167,MS0000220,58.33,2025-06-06,Credit Card,TXN517423590,Monthly Membership,Completed,2025-06-06
PAY00000247,MEM000167,MS0000220,58.33,2025-10-04,Credit Card,TXN380402050,Monthly Membership,Completed,2025-10-04
PAY00000248,MEM000167,MS0000220,58.33,2026-02-01,Credit Card,TXN648016009,Monthly Membership,Completed,2026-02-01
PAY00000249,MEM000167,MS0000221,229.98,2026-07-19,Credit Card,TXN213987887,Membership + Registration,Completed,2026-07-19
PAY00000250,MEM000168,MS0000222,119.98,2024-09-21,Cash,TXN612646653,Membership + Registration,Completed,2024-09-21
PAY00000251,MEM000168,MS0000223,89.98,2024-11-08,Credit Card,TXN228776805,Membership + Registration,Failed,2024-11-08
PAY00000252,MEM000169,MS0000224,229.98,2023-07-23,Bank Transfer,TXN306475637,Membership + Registration,Completed,2023-07-23
PAY00000253,MEM000169,MS0000225,89.98,2023-10-14,Credit Card,TXN717265128,Membership + Registration,Completed,2023-10-14
PAY00000254,MEM000170,MS0000226,58.33,2021-09-06,Credit Card,TXN711185332,Monthly Membership,Completed,2021-09-06
PAY00000255,MEM000170,MS0000226,58.33,2022-01-04,Cash,TXN293767913,Monthly Membership,Completed,2022-01-04
PAY00000256,MEM000170,MS0000226,58.33,2022-05-04,Check,TXN319994917,Monthly Membership,Completed,2022-05-04
PAY00000257,MEM000170,MS0000227,119.98,2022-09-06,Check,TXN144000966,Membership + Registration,Completed,2022-09-06
PAY00000258,MEM000171,MS0000228,229.98,2022-11-25,Debit Card,TXN214380600,Membership + Registration,Completed,2022-11-25
PAY00000259,MEM000171,MS0000229,54.99,2023-02-21,Debit Card,TXN685128416,Monthly Membership,Completed,2023-02-21
PAY00000260,MEM000172,MS0000230,58.33,2024-03-04,Credit Card,TXN487834630,Monthly Membership,Completed,2024-03-04
PAY00000261,MEM000172,MS0000230,58.33,2024-08-31,Credit Card,TXN371005056,Monthly Membership,Completed,2024-08-31
PAY00000262,MEM000172,MS0000231,58.33,2025-05-02,Bank Transfer,TXN180901664,Monthly Membership,Completed,2025-05-02
PAY00000263,MEM000172,MS0000231,58.33,2025-10-29,Debit Card,TXN206916636,Monthly Membership,Completed,2025-10-29
PAY00000264,MEM000173,MS0000232,89.98,2021-03-28,Check,TXN584956067,Membership + Registration,Completed,2021-03-28
PAY00000265,MEM000173,MS0000233,59.99,2021-06-29,Bank Transfer,TXN204777219,Membership + Registration,Completed,2021-06-29
PAY00000266,MEM000174,MS0000234,58.33,2024-12-19,Credit Card,TXN567692024,Monthly Membership,Completed,2024-12-19
PAY00000267,MEM000174,MS0000234,58.33,2025-06-17,Debit Card,TXN815270177,Monthly Membership,Completed,2025-06-17
PAY00000268,MEM000175,MS0000235,119.98,2024-08-29,Credit Card,TXN125493058,Membership + Registration,Completed,2024-08-29
PAY00000269,MEM000176,MS0000236,89.98,2024-09-20,Debit Card,TXN516515396,Membership + Registration,Completed,2024-09-20
PAY00000270,MEM000176,MS0000237,59.99,2024-11-10,Credit Card,TXN347410333,Membership + Registration,Completed,2024-11-10
PAY00000271,MEM000177,MS0000238,119.98,2025-05-18,Credit Card,TXN410930742,Membership + Registration,Completed,2025-05-18
PAY00000272,MEM000178,MS0000239,229.98,2024-05-02,Debit Card,TXN486434515,Membership + Registration,Completed,2024-05-02
PAY00000273,MEM000179,MS0000240,119.98,2020-10-09,Debit Card,TXN120886276,Membership + Registration,Completed,2020-10-09
PAY00000274,MEM000179,MS0000241,119.98,2020-12-02,Credit Card,TXN120470653,Membership + Registration,Completed,2020-12-02
PAY00000275,MEM000180,MS0000242,119.98,2024-06-05,Credit Card,TXN582383340,Membership + Registration,Completed,2024-06-05
PAY00000276,MEM000180,MS0000243,89.98,2024-09-06,Bank Transfer,TXN222531874,Membership + Registration,Failed,2024-09-12
PAY00000277,MEM000181,MS0000244,54.99,2021-01-06,Credit Card,TXN400009720,Membership + Registration,Completed,2021-01-06
PAY00000278,MEM000181,MS0000245,25.0,2021-04-03,Credit Card,TXN184779510,Monthly Membership,Completed,2021-04-03
PAY00000279,MEM000182,MS0000246,119.98,2024-04-14,Credit Card,TXN430627853,Membership + Registration,Completed,2024-04-14
PAY00000280,MEM000183,MS0000247,119.98,2024-11-13,Credit Card,TXN912591457,Membership + Registration,Completed,2024-11-13
PAY00000281,MEM000184,MS0000248,89.98,2022-06-23,Credit Card,TXN488964523,Membership + Registration,Completed,2022-06-23
PAY00000282,MEM000185,MS0000249,119.98,2023-05-22,Credit Card,TXN298336530,Membership + Registration,Completed,2023-05-22
PAY00000283,MEM000185,MS0000250,119.98,2023-09-18,Cash,TXN320885436,Membership + Registration,Completed,2023-09-18
PAY00000284,MEM000186,MS0000251,119.98,2021-02-09,Bank Transfer,TXN861485897,Membership + Registration,Completed,2021-02-09
PAY00000285,MEM000186,MS0000252,89.98,2021-05-21,Credit Card,TXN722266542,Membership + Registration,Completed,2021-05-21
PAY00000286,MEM000187,MS0000253,99.99,2021-03-01,Debit Card,TXN147696378,Monthly Membership,Completed,2021-03-01
PAY00000287,MEM000187,MS0000254,58.33,2022-03-11,Credit Card,TXN670822718,Monthly Membership,Completed,2022-03-11
PAY00000288,MEM000187,MS0000254,58.33,2022-07-09,Bank Transfer,TXN695307240,Monthly Membership,Completed,2022-07-09
PAY00000289,MEM000187,MS0000254,58.33,2022-11-06,Credit Card,TXN197837235,Monthly Membership,Completed,2022-11-06
PAY00000290,MEM000188,MS0000255,89.98,2021-06-05,Credit Card,TXN637751093,Membership + Registration,Completed,2021-06-05
PAY00000291,MEM000189,MS0000256,119.98,2022-01-30,Credit Card,TXN175635913,Membership + Registration,Completed,2022-01-30
PAY00000292,MEM000190,MS0000257,229.98,2025-08-17,Credit Card,TXN492863062,Membership + Registration,Completed,2025-08-17
PAY00000293,MEM000191,MS0000258,59.99,2020-12-09,Bank Transfer,TXN859882023,Membership + Registration,Completed,2020-12-09
PAY00000294,MEM000192,MS0000259,89.98,2022-02-20,Credit Card,TXN503567263,Membership + Registration,Completed,2022-02-20
PAY00000295,MEM000193,MS0000260,59.99,2023-05-20,Credit Card,TXN778989983,Membership + Registration,Completed,2023-05-20
PAY00000296,MEM000194,MS0000261,54.99,2021-03-24,Credit Card,TXN232067131,Monthly Membership,Completed,2021-03-24
PAY00000297,MEM000195,MS0000262,59.99,2021-06-10,Credit Card,TXN265751004,Membership + Registration,Completed,2021-06-10
PAY00000298,MEM000196,MS0000263,54.99,2023-06-17,Bank Transfer,TXN199230290,Monthly Membership,Completed,2023-06-17
PAY00000299,MEM000197,MS0000264,89.98,2024-08-29,Credit Card,TXN329965620,Membership + Registration,Completed,2024-08-29
PAY00000300,MEM000198,MS0000265,119.98,2025-01-05,Credit Card,TXN599830870,Membership + Registration,Completed,2025-01-05
PAY00000301,MEM000199,MS0000266,229.98,2025-09-21,Credit Card,TXN879450077,Membership + Registration,Completed,2025-09-21
PAY00000302,MEM000199,MS0000267,229.98,2025-11-13,Credit Card,TXN547822622,Membership + Registration,Completed,2025-11-13
PAY00000303,MEM000200,MS0000268,54.99,2024-03-19,Credit Card,TXN855829729,Monthly Membership,Completed,2024-03-19
PAY00000304,MEM000201,MS0000269,229.98,2022-09-19,Credit Card,TXN824251063,Membership + Registration,Completed,2022-09-19
PAY00000305,MEM000201,MS0000270,119.98,2022-12-13,Bank Transfer,TXN985313988,Membership + Registration,Completed,2022-12-13
PAY00000306,MEM000202,MS0000271,119.98,2022-08-24,Debit Card,TXN805991678,Membership + Registration,Completed,2022-08-24
PAY00000307,MEM000202,MS0000272,119.98,2022-09-24,Credit Card,TXN784783056,Membership + Registration,Completed,2022-09-24
PAY00000308,MEM000203,MS0000273,119.98,2024-04-14,Credit Card,TXN523967771,Membership + Registration,Completed,2024-04-14
PAY00000309,MEM000204,MS0000274,58.33,2024-05-31,Debit Card,TXN491485218,Monthly Membership,Completed,2024-05-31
PAY00000310,MEM000204,MS0000274,58.33,2024-11-27,Debit Card,TXN855867014,Monthly Membership,Completed,2024-11-27
PAY00000311,MEM000205,MS0000275,58.33,2024-07-31,Credit Card,TXN477032974,Monthly Membership,Failed,2024-08-06
PAY00000312,MEM000206,MS0000276,58.33,2023-07-20,Debit Card,TXN381839720,Monthly Membership,Completed,2023-07-20
PAY00000313,MEM000206,MS0000277,99.99,2024-07-29,Debit Card,TXN942793726,Monthly Membership,Completed,2024-07-29
PAY00000314,MEM000206,MS0000277,99.99,2024-11-26,Debit Card,TXN659783067,Monthly Membership,Completed,2024-11-26
PAY00000315,MEM000206,MS0000277,99.99,2025-03-26,Credit Card,TXN577817991,Monthly Membership,Completed,2025-03-26
PAY00000316,MEM000207,MS0000278,119.98,2025-08-05,Debit Card,TXN316253053,Membership + Registration,Completed,2025-08-05
PAY00000317,MEM000208,MS0000279,89.98,2024-04-27,Credit Card,TXN724356291,Membership + Registration,Completed,2024-04-27
PAY00000318,MEM000209,MS0000280,59.99,2021-04-25,Credit Card,TXN436350512,Membership + Registration,Completed,2021-04-25
PAY00000319,MEM000210,MS0000281,89.98,2025-03-04,Credit Card,TXN740062439,Membership + Registration,Completed,2025-03-04
PAY00000320,MEM000210,MS0000282,59.99,2025-04-13,Debit Card,TXN756075106,Membership + Registration,Completed,2025-04-13
PAY00000321,MEM000211,MS0000283,89.98,2021-06-15,Credit Card,TXN306941085,Membership + Registration,Completed,2021-06-15
PAY00000322,MEM000212,MS0000284,89.98,2025-06-20,Debit Card,TXN729868049,Membership + Registration,Completed,2025-06-20
PAY00000323,MEM000213,MS0000285,89.98,2020-11-09,Credit Card,TXN658988709,Membership + Registration,Completed,2020-11-09
PAY00000324,MEM000214,MS0000286,59.99,2023-09-18,Debit Card,TXN325010668,Membership + Registration,Completed,2023-09-18
PAY00000325,MEM000214,MS0000287,89.98,2023-12-13,Debit Card,TXN889424357,Membership + Registration,Completed,2023-12-13
PAY00000326,MEM000215,MS0000288,58.33,2023-06-25,Credit Card,TXN855654298,Monthly Membership,Completed,2023-06-25
PAY00000327,MEM000216,MS0000289,59.99,2023-12-11,Credit Card,TXN497299027,Membership + Registration,Completed,2023-12-11
PAY00000328,MEM000216,MS0000290,59.99,2024-02-29,Bank Transfer,TXN435912376,Membership + Registration,Completed,2024-02-29
PAY00000329,MEM000217,MS0000291,89.98,2022-10-08,Bank Transfer,TXN515029767,Membership + Registration,Completed,2022-10-08
PAY00000330,MEM000218,MS0000292,89.98,2021-04-27,Debit Card,TXN687645476,Membership + Registration,Completed,2021-04-27
PAY00000331,MEM000219,MS0000293,119.98,2022-08-06,Credit Card,TXN451031143,Membership + Registration,Failed,2022-08-12
PAY00000332,MEM000219,MS0000294,229.98,2022-10-04,Bank Transfer,TXN831865180,Membership + Registration,Completed,2022-10-04
PAY00000333,MEM000220,MS0000295,89.98,2024-04-19,Bank Transfer,TXN490693435,Membership + Registration,Completed,2024-04-19
PAY00000334,MEM000220,MS0000296,119.98,2024-06-13,Credit Card,TXN338001623,Membership + Registration,Completed,2024-06-13
PAY00000335,MEM000221,MS0000297,229.98,2023-02-18,Credit Card,TXN590896963,Membership + Registration,Completed,2023-02-18
PAY00000336,MEM000222,MS0000298,229.98,2024-08-06,Debit Card,TXN156322941,Membership + Registration,Completed,2024-08-06
PAY00000337,MEM000223,MS0000299,59.99,2021-09-23,Debit Card,TXN797577302,Membership + Registration,Completed,2021-09-23
PAY00000338,MEM000224,MS0000300,58.33,2021-09-24,Debit Card,TXN808737290,Monthly Membership,Completed,2021-09-24
PAY00000339,MEM000224,MS0000300,58.33,2022-03-23,Credit Card,TXN796063193,Monthly Membership,Completed,2022-03-23
PAY00000340,MEM000225,MS0000301,229.98,2024-12-17,Debit Card,TXN649119132,Membership + Registration,Completed,2024-12-17
PAY00000341,MEM000226,MS0000302,119.98,2022-03-29,Credit Card,TXN904829080,Membership + Registration,Completed,2022-03-29
PAY00000342,MEM000226,MS0000303,119.98,2022-05-09,Credit Card,TXN117847545,Membership + Registration,Completed,2022-05-09
PAY00000343,MEM000227,MS0000304,119.98,2021-04-25,Credit Card,TXN731374780,Membership + Registration,Completed,2021-04-25
PAY00000344,MEM000227,MS0000305,59.99,2021-06-22,Credit Card,TXN131385392,Membership + Registration,Completed,2021-06-22
PAY00000345,MEM000228,MS0000306,119.98,2021-05-18,Credit Card,TXN725388997,Membership + Registration,Completed,2021-05-18
PAY00000346,MEM000228,MS0000307,119.98,2021-08-21,Debit Card,TXN707504644,Membership + Registration,Completed,2021-08-21
PAY00000347,MEM000229,MS0000308,229.98,2025-08-11,Credit Card,TXN594656150,Membership + Registration,Completed,2025-08-11
PAY00000348,MEM000230,MS0000309,59.99,2024-11-20,Credit Card,TXN605541653,Membership + Registration,Completed,2024-11-20
PAY00000349,MEM000231,MS0000310,119.98,2023-03-30,Bank Transfer,TXN134631430,Membership + Registration,Completed,2023-03-30
PAY00000350,MEM000231,MS0000311,119.98,2023-07-06,Bank Transfer,TXN948496208,Membership + Registration,Completed,2023-07-06
PAY00000351,MEM000232,MS0000312,89.98,2024-08-11,Debit Card,TXN454010417,Membership + Registration,Completed,2024-08-11
PAY00000352,MEM000232,MS0000313,59.99,2024-12-08,Credit Card,TXN564291265,Membership + Registration,Completed,2024-12-08
PAY00000353,MEM000233,MS0000314,54.99,2021-09-15,Credit Card,TXN771552173,Monthly Membership,Completed,2021-09-15
PAY00000354,MEM000234,MS0000315,229.98,2022-08-10,Credit Card,TXN538933488,Membership + Registration,Completed,2022-08-10
PAY00000355,MEM000234,MS0000316,54.99,2022-11-17,Credit Card,TXN607521220,Monthly Membership,Completed,2022-11-17
PAY00000356,MEM000235,MS0000317,54.99,2021-10-05,Debit Card,TXN691465885,Membership + Registration,Completed,2021-10-05
PAY00000357,MEM000236,MS0000318,58.33,2025-09-08,Credit Card,TXN895241220,Monthly Membership,Completed,2025-09-08
PAY00000358,MEM000236,MS0000318,58.33,2026-01-06,Debit Card,TXN122636273,Monthly Membership,Completed,2026-01-06
PAY00000359,MEM000236,MS0000318,58.33,2026-05-06,Debit Card,TXN396151678,Monthly Membership,Completed,2026-05-06
PAY00000360,MEM000237,MS0000319,119.98,2023-05-23,Credit Card,TXN288921310,Membership + Registration,Completed,2023-05-23
PAY00000361,MEM000238,MS0000320,58.33,2023-12-25,Debit Card,TXN583533374,Monthly Membership,Completed,2023-12-25
PAY00000362,MEM000238,MS0000321,229.98,2025-03-15,Credit Card,TXN690798255,Membership + Registration,Completed,2025-03-15
PAY00000363,MEM000239,MS0000322,89.98,2023-05-05,Bank Transfer,TXN955685320,Membership + Registration,Completed,2023-05-05
PAY00000364,MEM000240,MS0000323,58.33,2025-03-13,Credit Card,TXN604755986,Monthly Membership,Completed,2025-03-13
PAY00000365,MEM000240,MS0000323,58.33,2025-09-09,Debit Card,TXN170731636,Monthly Membership,Completed,2025-09-09
PAY00000366,MEM000241,MS0000324,119.98,2023-07-01,Credit Card,TXN671943884,Membership + Registration,Completed,2023-07-01
PAY00000367,MEM000242,MS0000325,58.33,2025-07-18,Debit Card,TXN502189016,Monthly Membership,Completed,2025-07-18
PAY00000368,MEM000242,MS0000326,229.98,2026-08-19,Credit Card,TXN323794097,Membership + Registration,Completed,2026-08-19
PAY00000369,MEM000243,MS0000327,89.98,2021-02-11,Credit Card,TXN451971110,Membership + Registration,Completed,2021-02-11
PAY00000370,MEM000244,MS0000328,59.99,2021-03-28,Cash,TXN399521948,Membership + Registration,Completed,2021-03-28
PAY00000371,MEM000244,MS0000329,89.98,2021-06-10,Credit Card,TXN263417526,Membership + Registration,Completed,2021-06-10
PAY00000372,MEM000245,MS0000330,229.98,2023-10-14,Credit Card,TXN821734838,Membership + Registration,Completed,2023-10-14
PAY00000373,MEM000246,MS0000331,59.99,2023-03-24,Cash,TXN311325540,Membership + Registration,Completed,2023-03-24
PAY00000374,MEM000247,MS0000332,54.99,2024-02-04,Credit Card,TXN377143011,Monthly Membership,Completed,2024-02-04
PAY00000375,MEM000248,MS0000333,119.98,2022-12-07,Bank Transfer,TXN180075685,Membership + Registration,Completed,2022-12-07
PAY00000376,MEM000249,MS0000334,119.98,2022-02-07,Cash,TXN184335551,Membership + Registration,Completed,2022-02-07
PAY00000377,MEM000250,MS0000335,54.99,2025-07-08,Credit Card,TXN957475806,Monthly Membership,Completed,2025-07-08
PAY00000378,MEM000251,MS0000336,119.98,2021-08-03,Debit Card,TXN339720260,Membership + Registration,Completed,2021-08-03
PAY00000379,MEM000252,MS0000337,119.98,2022-12-15,Credit Card,TXN375943591,Membership + Registration,Completed,2022-12-15
