membershipid,memberid,membershiptypeid,startdate,enddate,status,autorenew
MS0001540,MEM001183,MT007,2024-01-13,2025-01-07,Expired,False
MS0001541,MEM001184,MT002,2021-01-07,2021-02-06,Cancelled,False
MS0001542,MEM001184,MT007,2021-04-02,2022-03-28,Expired,False
MS0001543,MEM001184,MT002,2022-05-25,2022-06-24,Cancelled,False
MS0001544,MEM001185,MT007,2022-12-20,2023-12-15,Expired,False
MS0001545,MEM001185,MT003,2024-02-28,2024-03-29,Expired,False
MS0001546,MEM001186,MT003,2024-08-17,2024-09-16,Cancelled,False
MS0001547,MEM001186,MT003,2024-11-30,2024-12-30,Expired,False
MS0001548,MEM001186,MT006,2025-01-30,2025-03-01,Cancelled,False
MS0001549,MEM001187,MT003,2023-04-23,2023-05-23,Expired,False
MS0001550,MEM001188,MT006,2021-01-08,2021-02-07,Expired,False
MS0001551,MEM001189,MT002,2023-11-05,2023-12-05,Expired,False
MS0001552,MEM001190,MT007,2023-01-06,2024-01-01,Expired,False
MS0001553,MEM001191,MT005,2024-06-12,2024-07-12,Expired,False
MS0001554,MEM001192,MT002,2023-04-28,2023-05-28,Cancelled,False
MS0001555,MEM001192,MT005,2023-08-13,2023-09-12,Expired,False
MS0001556,MEM001193,MT007,2024-12-04,2025-11-29,Cancelled,False
MS0001557,MEM001193,MT001,2026-01-30,2026-03-01,Expired,False
MS0001558,MEM001194,MT001,2024-12-01,2024-12-31,Expired,False
MS0001559,MEM001195,MT004,2021-05-27,2021-06-26,Expired,False
MS0001560,MEM001196,MT003,2024-04-15,2024-05-15,Expired,False
MS0001561,MEM001197,MT002,2024-04-21,2024-05-21,Expired,False
MS0001562,MEM001198,MT002,2024-01-21,2024-02-20,Expired,False
MS0001563,MEM001199,MT007,2020-12-22,2021-12-17,Expired,False
MS0001564,MEM001200,MT002,2023-04-29,2023-05-29,Expired,False
MS0001565,MEM001201,MT007,2021-08-10,2022-08-05,Expired,False
MS0001566,MEM001202,MT004,2024-03-03,2024-04-02,Expired,False
MS0001567,MEM001202,MT001,2024-05-19,2024-06-18,Expired,False
MS0001568,MEM001203,MT001,2023-08-23,2023-09-22,Expired,False
MS0001569,MEM001204,MT006,2022-07-31,2022-08-30,Expired,False
MS0001570,MEM001205,MT003,2023-05-03,2023-06-02,Expired,False
MS0001571,MEM001206,MT001,2022-02-09,2022-03-11,Expired,False
MS0001572,MEM001207,MT003,2023-07-28,2023-08-27,Expired,False
MS0001573,MEM001208,MT003,2021-09-05,2021-10-05,Cancelled,False
MS0001574,MEM001209,MT002,2025-07-02,2025-08-01,Cancelled,False
MS0001575,MEM001209,MT006,2025-09-30,2025-10-30,Expired,False
MS0001576,MEM001210,MT002,2024-03-02,2024-04-01,Cancelled,False
MS0001577,MEM001210,MT006,2024-05-30,2024-06-29,Expired,False
MS0001578,MEM001211,MT005,2023-03-24,2023-04-23,Expired,False
MS0001579,MEM001212,MT004,2021-04-10,2021-05-10,Expired,False
MS0001580,MEM001213,MT006,2024-08-28,2024-09-27,Expired,False
MS0001581,MEM001214,MT001,2021-11-09,2021-12-09,Expired,False
MS0001582,MEM001215,MT001,2022-06-20,2022-07-20,Expired,False
MS0001583,MEM001216,MT002,2024-11-26,2024-12-26,Expired,False
MS0001584,MEM001217,MT002,2021-01-23,2021-02-22,Expired,False
MS0001585,MEM001218,MT002,2025-08-30,2025-09-29,Active,False
MS0001586,MEM001219,MT003,2024-05-04,2024-06-03,Expired,False
MS0001587,MEM001220,MT002,2020-11-11,2020-12-11,Expired,False
MS0001588,MEM001220,MT002,2021-01-13,2021-02-12,Expired,False
MS0001589,MEM001221,MT006,2024-02-20,2024-03-21,Expired,False
MS0001590,MEM001222,MT007,2025-07-22,2026-07-17,Expired,False
MS0001591,MEM001223,MT006,2020-11-25,2020-12-25,Expired,False
MS0001592,MEM001224,MT007,2021-01-12,2022-01-07,Expired,False
MS0001593,MEM001225,MT002,2022-06-16,2022-07-16,Expired,False
MS0001594,MEM001226,MT001,2024-08-19,2024-09-18,Expired,False
MS0001595,MEM001227,MT001,2023-07-09,2023-08-08,Expired,False
MS0001596,MEM001228,MT002,2021-01-21,2021-02-20,Expired,False
MS0001597,MEM001228,MT003,2021-04-24,2021-05-24,Expired,False
MS0001598,MEM001229,MT005,2023-03-12,2023-04-11,Expired,False
MS0001599,MEM001229,MT005,2023-06-25,2023-07-25,Expired,False
MS0001600,MEM001230,MT003,2021-05-05,2021-06-04,Expired,False
MS0001601,MEM001231,MT002,2022-01-30,2022-03-01,Cancelled,False
MS0001602,MEM001231,MT007,2022-04-21,2023-04-16,Expired,False
MS0001603,MEM001232,MT001,2024-03-15,2024-04-14,Expired,False
MS0001604,MEM001232,MT002,2024-06-04,2024-07-04,Expired,False
MS0001605,MEM001233,MT007,2025-08-02,2026-07-28,Expired,False
MS0001606,MEM001234,MT005,2024-04-02,2024-05-02,Expired,False
MS0001607,MEM001235,MT005,2021-03-06,2021-04-05,Expired,False
MS0001608,MEM001235,MT002,2021-06-30,2021-07-30,Expired,False
MS0001609,MEM001236,MT006,2023-11-06,2023-12-06,Expired,False
MS0001610,MEM001237,MT001,2025-01-31,2025-03-02,Expired,False
MS0001611,MEM001238,MT005,2022-08-31,2022-09-30,Expired,False
MS0001612,MEM001239,MT005,2021-07-04,2021-08-03,Expired,False
MS0001613,MEM001240,MT002,2023-06-21,2023-07-21,Expired,False
MS0001614,MEM001241,MT001,2022-02-23,2022-03-25,Expired,False
MS0001615,MEM001242,MT002,2025-04-16,2025-05-16,Expired,False
MS0001616,MEM001243,MT001,2022-05-31,2022-06-30,Cancelled,False
MS0001617,MEM001243,MT002,2022-08-29,2022-09-28,Expired,False
MS0001618,MEM001244,MT005,2024-05-19,2024-06-18,Expired,False
MS0001619,MEM001244,MT005,2024-07-17,2024-08-16,Expired,False
MS0001620,MEM001245,MT002,2023-08-03,2023-09-02,Expired,False
MS0001621,MEM001246,MT006,2022-03-06,2022-04-05,Expired,False
MS0001622,MEM001247,MT006,2020-10-04,2020-11-03,Expired,False
MS0001623,MEM001248,MT007,2023-06-12,2024-06-06,Expired,False
MS0001624,MEM001249,MT008,2023-12-30,2024-12-24,Expired,False
MS0001625,MEM001250,MT007,2025-04-16,2026-04-11,Cancelled,False
MS0001626,MEM001250,MT008,2026-04-29,2027-04-24,Active,True
MS0001627,MEM001251,MT007,2023-05-06,2024-04-30,Cancelled,False
MS0001628,MEM001252,MT002,2021-06-18,2021-07-18,Expired,False
MS0001629,MEM001252,MT002,2021-08-19,2021-09-18,Expired,False
MS0001630,MEM001253,MT002,2024-04-07,2024-05-07,Expired,False
MS0001631,MEM001253,MT005,2024-08-04,2024-09-03,Expired,False
MS0001632,MEM001254,MT001,2023-01-27,2023-02-26,Cancelled,False
MS0001633,MEM001254,MT005,2023-04-20,2023-05-20,Expired,False
MS0001634,MEM001255,MT003,2023-12-15,2024-01-14,Expired,False
MS0001635,MEM001256,MT007,2023-03-18,2024-03-12,Expired,False
MS0001636,MEM001257,MT003,2025-05-17,2025-06-16,Expired,False
MS0001637,MEM001257,MT001,2025-07-10,2025-08-09,Expired,False
MS0001638,MEM001258,MT002,2025-06-23,2025-07-23,Expired,False
MS0001639,MEM001259,MT002,2024-11-02,2024-12-02,Expired,False
MS0001640,MEM001260,MT001,2024-01-30,2024-02-29,Expired,False
MS0001641,MEM001260,MT005,2024-03-03,2024-04-02,Expired,False
MS0001642,MEM001261,MT001,2022-12-20,2023-01-19,Expired,False
MS0001643,MEM001262,MT003,2023-02-12,2023-03-14,Expired,False
MS0001644,MEM001263,MT001,2023-02-25,2023-03-27,Expired,False
MS0001645,MEM001264,MT003,2021-10-27,2021-11-26,Cancelled,False
MS0001646,MEM001264,MT001,2022-01-22,2022-02-21,Expired,False
MS0001647,MEM001265,MT007,2024-03-27,2025-03-22,Expired,False
MS0001648,MEM001265,MT007,2025-06-06,2026-06-01,Active,True
MS0001649,MEM001266,MT004,2023-07-07,2023-08-06,Cancelled,False
MS0001650,MEM001266,MT004,2023-09-18,2023-10-18,Expired,False
MS0001651,MEM001267,MT005,2024-06-14,2024-07-14,Expired,False
MS0001652,MEM001268,MT001,2022-05-13,2022-06-12,Expired,False
MS0001653,MEM001269,MT002,2024-05-24,2024-06-23,Expired,False
MS0001654,MEM001270,MT003,2021-06-12,2021-07-12,Expired,False
MS0001655,MEM001271,MT002,2021-07-26,2021-08-25,Expired,False
MS0001656,MEM001271,MT001,2021-09-17,2021-10-17,Expired,False
MS0001657,MEM001272,MT005,2022-02-10,2022-03-12,Expired,False
MS0001658,MEM001273,MT003,2024-01-25,2024-02-24,Expired,False
MS0001659,MEM001274,MT003,2024-06-11,2024-07-11,Expired,False
MS0001660,MEM001275,MT005,2022-02-15,2022-03-17,Expired,False
MS0001661,MEM001276,MT005,2023-01-17,2023-02-16,Expired,False
MS0001662,MEM001277,MT005,2020-12-16,2021-01-15,Expired,False
MS0001663,MEM001277,MT005,2021-01-28,2021-02-27,Expired,False
MS0001664,MEM001278,MT002,2021-03-05,2021-04-04,Cancelled,False
MS0001665,MEM001279,MT005,2025-06-03,2025-07-03,Expired,False
MS0001666,MEM001279,MT002,2025-09-13,2025-10-13,Active,False
MS0001667,MEM001280,MT001,2025-03-20,2025-04-19,Expired,False
MS0001668,MEM001281,MT007,2023-09-28,2024-09-22,Expired,False
MS0001669,MEM001282,MT006,2022-03-04,2022-04-03,Cancelled,False
MS0001670,MEM001282,MT002,2022-06-08,2022-07-08,Expired,False
MS0001671,MEM001283,MT005,2021-02-11,2021-03-13,Expired,False
MS0001672,MEM001284,MT002,2024-03-24,2024-04-23,Expired,False
MS0001673,MEM001285,MT007,2020-11-12,2021-11-07,Expired,False
MS0001674,MEM001286,MT007,2023-08-25,2024-08-19,Expired,False
MS0001675,MEM001286,MT006,2024-08-28,2024-09-27,Expired,False
MS0001676,MEM001287,MT001,2020-11-30,2020-12-30,Expired,False
MS0001677,MEM001287,MT006,2021-03-04,2021-04-03,Expired,False
MS0001678,MEM001288,MT006,2025-01-18,2025-02-17,Expired,False
MS0001679,MEM001289,MT007,2021-11-20,2022-11-15,Cancelled,False
MS0001680,MEM001289,MT007,2023-01-20,2024-01-15,Expired,False
MS0001681,MEM001290,MT007,2021-01-27,2022-01-22,Expired,False
MS0001682,MEM001290,MT002,2022-04-16,2022-05-16,Expired,False
MS0001683,MEM001291,MT002,2025-05-17,2025-06-16,Expired,False
MS0001684,MEM001292,MT004,2022-08-09,2022-09-08,Cancelled,False
MS0001685,MEM001292,MT004,2022-09-13,2022-10-13,Expired,False
MS0001686,MEM001293,MT001,2023-09-29,2023-10-29,Expired,False
MS0001687,MEM001294,MT003,2021-04-23,2021-05-23,Expired,False
MS0001688,MEM001295,MT007,2023-01-12,2024-01-07,Expired,False
MS0001689,MEM001296,MT001,2021-10-06,2021-11-05,Expired,False
MS0001690,MEM001296,MT002,2021-12-14,2022-01-13,Expired,False
MS0001691,MEM001297,MT002,2022-04-08,2022-05-08,Cancelled,False
MS0001692,MEM001297,MT002,2022-07-06,2022-08-05,Expired,False
MS0001693,MEM001298,MT008,2023-01-04,2023-12-30,Expired,False
MS0001694,MEM001299,MT001,2024-06-13,2024-07-13,Expired,False
MS0001695,MEM001300,MT001,2020-10-27,2020-11-26,Expired,False
MS0001696,MEM001301,MT007,2022-01-07,2023-01-02,Expired,False
MS0001697,MEM001301,MT007,2023-03-31,2024-03-25,Expired,False
MS0001698,MEM001302,MT002,2025-05-03,2025-06-02,Expired,False
MS0001699,MEM001303,MT002,2023-01-31,2023-03-02,Expired,False
MS0001700,MEM001304,MT001,2023-05-22,2023-06-21,Expired,False
MS0001701,MEM001305,MT002,2022-08-22,2022-09-21,Expired,False
MS0001702,MEM001306,MT005,2022-08-22,2022-09-21,Cancelled,False
MS0001703,MEM001306,MT005,2022-12-01,2022-12-31,Expired,False
MS0001704,MEM001307,MT002,2021-09-21,2021-10-21,Expired,False
MS0001705,MEM001308,MT003,2023-08-05,2023-09-04,Expired,False
MS0001706,MEM001309,MT002,2024-02-25,2024-03-26,Expired,False
MS0001707,MEM001310,MT002,2021-07-07,2021-08-06,Expired,False
MS0001708,MEM001311,MT001,2020-12-14,2021-01-13,Expired,False
MS0001709,MEM001312,MT002,2022-02-04,2022-03-06,Expired,False
MS0001710,MEM001313,MT005,2023-07-28,2023-08-27,Expired,False
MS0001711,MEM001314,MT002,2024-08-26,2024-09-25,Expired,False
MS0001712,MEM001315,MT002,2022-11-04,2022-12-04,Cancelled,False
MS0001713,MEM001315,MT003,2023-01-18,2023-02-17,Expired,False
MS0001714,MEM001316,MT006,2023-12-16,2024-01-15,Expired,False
MS0001715,MEM001317,MT006,2025-05-14,2025-06-13,Expired,False
MS0001716,MEM001317,MT001,2025-08-22,2025-09-21,Expired,False
MS0001717,MEM001318,MT009,2023-03-01,2023-03-01,Expired,False
MS0001718,MEM001319,MT001,2023-12-17,2024-01-16,Expired,False
MS0001719,MEM001320,MT001,2025-01-21,2025-02-20,Expired,False
MS0001720,MEM001321,MT006,2021-11-07,2021-12-07,Expired,False
MS0001721,MEM001322,MT001,2020-10-31,2020-11-30,Cancelled,False
MS0001722,MEM001322,MT001,2021-02-22,2021-03-24,Expired,False
MS0001723,MEM001323,MT003,2025-03-25,2025-04-24,Expired,False
MS0001724,MEM001324,MT003,2023-12-25,2024-01-24,Expired,False
MS0001725,MEM001325,MT007,2023-03-19,2024-03-13,Cancelled,False
MS0001726,MEM001325,MT002,2024-04-02,2024-05-02,Expired,False
MS0001727,MEM001326,MT005,2021-09-14,2021-10-14,Expired,False
MS0001728,MEM001327,MT005,2025-04-28,2025-05-28,Expired,False
MS0001729,MEM001328,MT005,2024-10-24,2024-11-23,Expired,False
MS0001730,MEM001329,MT001,2022-11-08,2022-12-08,Expired,False
MS0001731,MEM001330,MT001,2025-04-05,2025-05-05,Expired,False
MS0001732,MEM001331,MT002,2024-02-14,2024-03-15,Expired,False
MS0001733,MEM001332,MT002,2021-03-07,2021-04-06,Expired,False
MS0001734,MEM001333,MT001,2025-05-07,2025-06-06,Expired,False
MS0001735,MEM001334,MT002,2022-05-17,2022-06-16,Expired,False
MS0001736,MEM001334,MT006,2022-09-10,2022-10-10,Cancelled,False
MS0001737,MEM001334,MT002,2022-11-16,2022-12-16,Cancelled,False
MS0001738,MEM001335,MT001,2022-04-01,2022-05-01,Expired,False
MS0001739,MEM001336,MT002,2022-03-26,2022-04-25,Expired,False
MS0001740,MEM001337,MT002,2021-03-29,2021-04-28,Cancelled,False
MS0001741,MEM001337,MT006,2021-06-26,2021-07-26,Expired,False
MS0001742,MEM001338,MT001,2023-06-09,2023-07-09,Cancelled,False
MS0001743,MEM001338,MT002,2023-09-19,2023-10-19,Expired,False
MS0001744,MEM001339,MT005,2025-04-23,2025-05-23,Expired,False
MS0001745,MEM001340,MT003,2021-07-16,2021-08-15,Expired,False
MS0001746,MEM001341,MT004,2023-08-19,2023-09-18,Cancelled,False
MS0001747,MEM001341,MT001,2023-09-29,2023-10-29,Expired,False
MS0001748,MEM001342,MT002,2020-12-23,2021-01-22,Expired,False
MS0001749,MEM001343,MT007,2024-01-11,2025-01-05,Expired,False
MS0001750,MEM001344,MT006,2021-05-16,2021-06-15,Expired,False
MS0001751,MEM001345,MT003,2021-07-09,2021-08-08,Expired,False
MS0001752,MEM001346,MT003,2024-07-30,2024-08-29,Expired,False
MS0001753,MEM001347,MT006,2022-04-07,2022-05-07,Expired,False
MS0001754,MEM001348,MT007,2024-01-12,2025-01-06,Expired,False
MS0001755,MEM001349,MT002,2022-07-11,2022-08-10,Cancelled,False
MS0001756,MEM001349,MT003,2022-10-23,2022-11-22,Expired,False
MS0001757,MEM001350,MT003,2024-04-26,2024-05-26,Expired,False
MS0001758,MEM001351,MT002,2022-07-04,2022-08-03,Expired,False
MS0001759,MEM001352,MT001,2024-09-28,2024-10-28,Expired,False
MS0001760,MEM001353,MT002,2024-06-10,2024-07-10,Cancelled,False
MS0001761,MEM001353,MT006,2024-08-22,2024-09-21,Expired,False
MS0001762,MEM001354,MT001,2021-12-21,2022-01-20,Expired,False
MS0001763,MEM001355,MT005,2025-09-21,2025-10-21,Active,False
MS0001764,MEM001356,MT008,2023-10-24,2024-10-18,Expired,False
MS0001765,MEM001357,MT008,2023-11-08,2024-11-02,Expired,False
MS0001766,MEM001358,MT002,2025-08-04,2025-09-03,Expired,False
MS0001767,MEM001358,MT002,2025-09-11,2025-10-11,Active,False
MS0001768,MEM001359,MT002,2022-07-27,2022-08-26,Expired,False
MS0001769,MEM001360,MT007,2022-02-07,2023-02-02,Cancelled,False
MS0001770,MEM001360,MT003,2023-02-19,2023-03-21,Expired,False
MS0001771,MEM001361,MT002,2021-09-04,2021-10-04,Expired,False
MS0001772,MEM001362,MT002,2023-01-16,2023-02-15,Expired,False
MS0001773,MEM001363,MT001,2023-11-07,2023-12-07,Expired,False
MS0001774,MEM001364,MT007,2023-07-03,2024-06-27,Expired,False
MS0001775,MEM001365,MT002,2021-03-02,2021-04-01,Cancelled,False
MS0001776,MEM001365,MT001,2021-06-23,2021-07-23,Expired,False
MS0001777,MEM001366,MT002,2022-01-31,2022-03-02,Expired,False
MS0001778,MEM001366,MT002,2022-05-05,2022-06-04,Expired,False
MS0001779,MEM001367,MT002,2022-10-16,2022-11-15,Cancelled,False
MS0001780,MEM001367,MT001,2023-01-08,2023-02-07,Expired,False
MS0001781,MEM001368,MT003,2022-05-01,2022-05-31,Expired,False
MS0001782,MEM001369,MT001,2022-07-15,2022-08-14,Expired,False
MS0001783,MEM001370,MT001,2021-09-29,2021-10-29,Expired,False
MS0001784,MEM001371,MT003,2022-05-26,2022-06-25,Cancelled,False
MS0001785,MEM001371,MT002,2022-08-31,2022-09-30,Expired,False
MS0001786,MEM001372,MT006,2023-08-06,2023-09-05,Expired,False
MS0001787,MEM001373,MT002,2024-05-14,2024-06-13,Cancelled,False
MS0001788,MEM001373,MT003,2024-09-01,2024-10-01,Expired,False
MS0001789,MEM001374,MT002,2025-03-31,2025-04-30,Expired,False
MS0001790,MEM001375,MT007,2023-07-19,2024-07-13,Cancelled,False
MS0001791,MEM001375,MT001,2024-09-18,2024-10-18,Expired,False
MS0001792,MEM001376,MT009,2023-05-04,2023-05-04,Cancelled,False
MS0001793,MEM001376,MT001,2023-07-15,2023-08-14,Expired,False
MS0001794,MEM001377,MT005,2024-10-05,2024-11-04,Expired,False
MS0001795,MEM001378,MT005,2021-10-06,2021-11-05,Expired,False
MS0001796,MEM001378,MT001,2021-12-21,2022-01-20,Expired,False
MS0001797,MEM001379,MT001,2022-05-27,2022-06-26,Expired,False
MS0001798,MEM001380,MT003,2021-02-23,2021-03-25,Cancelled,False
MS0001799,MEM001380,MT003,2021-05-31,2021-06-30,Expired,False
MS0001800,MEM001381,MT006,2021-09-01,2021-10-01,Expired,False
MS0001801,MEM001382,MT005,2025-09-21,2025-10-21,Active,False
MS0001802,MEM001383,MT002,2025-06-03,2025-07-03,Expired,False
MS0001803,MEM001384,MT007,2023-12-09,2024-12-03,Expired,False
MS0001804,MEM001385,MT005,2025-08-23,2025-09-22,Expired,False
MS0001805,MEM001386,MT002,2024-03-14,2024-04-13,Expired,False
MS0001806,MEM001387,MT003,2025-01-19,2025-02-18,Expired,False
MS0001807,MEM001388,MT008,2025-07-15,2026-07-10,Expired,False
MS0001808,MEM001389,MT002,2021-03-05,2021-04-04,Expired,False
MS0001809,MEM001390,MT002,2021-08-11,2021-09-10,Expired,False
MS0001810,MEM001391,MT002,2024-11-12,2024-12-12,Cancelled,False
MS0001811,MEM001392,MT007,2023-02-10,2024-02-05,Expired,False
MS0001812,MEM001393,MT003,2023-11-19,2023-12-19,Expired,False
MS0001813,MEM001394,MT002,2023-12-02,2024-01-01,Cancelled,False
MS0001814,MEM001394,MT007,2024-03-20,2025-03-15,Expired,False
MS0001815,MEM001395,MT007,2021-11-02,2022-10-28,Expired,False
MS0001816,MEM001395,MT002,2022-11-25,2022-12-25,Cancelled,False
MS0001817,MEM001395,MT003,2023-03-13,2023-04-12,Cancelled,False
MS0001818,MEM001396,MT004,2024-12-19,2025-01-18,Expired,False
MS0001819,MEM001396,MT002,2025-01-25,2025-02-24,Expired,False
MS0001820,MEM001397,MT002,2025-03-02,2025-04-01,Expired,False
MS0001821,MEM001398,MT007,2024-06-22,2025-06-17,Expired,False
MS0001822,MEM001399,MT007,2021-08-21,2022-08-16,Expired,False
MS0001823,MEM001399,MT003,2022-10-06,2022-11-05,Cancelled,False
MS0001824,MEM001400,MT002,2024-06-28,2024-07-28,Cancelled,False
MS0001825,MEM001400,MT001,2024-10-06,2024-11-05,Expired,False
MS0001826,MEM001401,MT007,2021-12-27,2022-12-22,Expired,False
MS0001827,MEM001402,MT006,2021-02-22,2021-03-24,Expired,False
MS0001828,MEM001403,MT009,2021-09-07,2021-09-07,Cancelled,False
MS0001829,MEM001403,MT004,2021-11-13,2021-12-13,Cancelled,False
MS0001830,MEM001404,MT005,2024-02-06,2024-03-07,Expired,False
MS0001831,MEM001405,MT007,2021-09-28,2022-09-23,Cancelled,False
MS0001832,MEM001405,MT006,2022-09-29,2022-10-29,Expired,False
MS0001833,MEM001406,MT005,2024-05-09,2024-06-08,Cancelled,False
MS0001834,MEM001406,MT005,2024-07-01,2024-07-31,Expired,False
MS0001835,MEM001407,MT002,2023-09-08,2023-10-08,Cancelled,False
MS0001836,MEM001407,MT006,2023-12-30,2024-01-29,Expired,False
MS0001837,MEM001408,MT001,2024-09-03,2024-10-03,Expired,False
MS0001838,MEM001409,MT002,2023-01-18,2023-02-17,Expired,False
MS0001839,MEM001410,MT002,2024-12-26,2025-01-25,Expired,False
MS0001840,MEM001411,MT004,2023-06-13,2023-07-13,Expired,False
MS0001841,MEM001412,MT007,2023-03-31,2024-03-25,Cancelled,False
MS0001842,MEM001412,MT002,2024-04-29,2024-05-29,Expired,False
MS0001843,MEM001413,MT002,2023-08-21,2023-09-20,Expired,False
MS0001844,MEM001414,MT007,2022-03-05,2023-02-28,Expired,False
MS0001845,MEM001415,MT005,2020-10-30,2020-11-29,Expired,False
MS0001846,MEM001416,MT007,2023-12-20,2024-12-14,Expired,False
MS0001847,MEM001417,MT007,2020-11-13,2021-11-08,Expired,False
MS0001848,MEM001417,MT003,2022-01-26,2022-02-25,Expired,False
MS0001849,MEM001418,MT002,2023-11-23,2023-12-23,Expired,False
MS0001850,MEM001419,MT007,2021-01-06,2022-01-01,Expired,False
MS0001851,MEM001420,MT005,2022-09-29,2022-10-29,Expired,False
MS0001852,MEM001421,MT007,2023-07-28,2024-07-22,Expired,False
MS0001853,MEM001422,MT002,2025-03-01,2025-03-31,Expired,False
MS0001854,MEM001423,MT002,2023-01-01,2023-01-31,Expired,False
MS0001855,MEM001423,MT004,2023-03-21,2023-04-20,Expired,False
MS0001856,MEM001423,MT004,2023-06-20,2023-07-20,Cancelled,False
MS0001857,MEM001424,MT004,2022-04-01,2022-05-01,Expired,False
MS0001858,MEM001425,MT005,2021-07-14,2021-08-13,Expired,False
MS0001859,MEM001426,MT001,2021-12-27,2022-01-26,Expired,False
MS0001860,MEM001427,MT002,2022-11-04,2022-12-04,Expired,False
MS0001861,MEM001428,MT002,2020-11-08,2020-12-08,Expired,False
MS0001862,MEM001429,MT007,2021-09-02,2022-08-28,Cancelled,False
MS0001863,MEM001429,MT003,2022-10-31,2022-11-30,Expired,False
MS0001864,MEM001430,MT005,2025-05-07,2025-06-06,Expired,False
MS0001865,MEM001431,MT001,2021-05-11,2021-06-10,Expired,False
MS0001866,MEM001432,MT001,2023-03-24,2023-04-23,Cancelled,False
MS0001867,MEM001432,MT009,2023-06-30,2023-06-30,Expired,False
MS0001868,MEM001433,MT005,2021-02-20,2021-03-22,Expired,False
MS0001869,MEM001433,MT005,2021-04-17,2021-05-17,Expired,False
MS0001870,MEM001434,MT007,2022-12-06,2023-12-01,Expired,False
MS0001871,MEM001435,MT007,2021-05-13,2022-05-08,Expired,False
MS0001872,MEM001436,MT002,2022-02-13,2022-03-15,Expired,False
MS0001873,MEM001437,MT002,2022-11-10,2022-12-10,Expired,False
MS0001874,MEM001438,MT002,2023-10-23,2023-11-22,Expired,False
MS0001875,MEM001439,MT002,2023-07-03,2023-08-02,Expired,False
MS0001876,MEM001440,MT005,2022-05-11,2022-06-10,Expired,False
MS0001877,MEM001441,MT005,2024-08-16,2024-09-15,Expired,False
MS0001878,MEM001442,MT006,2023-02-01,2023-03-03,Expired,False
MS0001879,MEM001442,MT008,2023-05-13,2024-05-07,Expired,False
MS0001880,MEM001443,MT007,2021-04-02,2022-03-28,Cancelled,False
MS0001881,MEM001443,MT002,2022-05-09,2022-06-08,Expired,False
MS0001882,MEM001444,MT003,2021-10-03,2021-11-02,Cancelled,False
MS0001883,MEM001444,MT001,2021-12-29,2022-01-28,Expired,False
MS0001884,MEM001445,MT003,2025-02-12,2025-03-14,Expired,False
MS0001885,MEM001446,MT005,2023-03-25,2023-04-24,Expired,False
MS0001886,MEM001447,MT002,2025-08-28,2025-09-27,Expired,False
MS0001887,MEM001448,MT002,2021-02-11,2021-03-13,Expired,False
MS0001888,MEM001449,MT002,2022-06-29,2022-07-29,Cancelled,False
MS0001889,MEM001449,MT002,2022-08-12,2022-09-11,Cancelled,False
MS0001890,MEM001450,MT003,2023-04-03,2023-05-03,Expired,False
MS0001891,MEM001451,MT005,2022-01-28,2022-02-27,Expired,False
MS0001892,MEM001452,MT003,2024-04-06,2024-05-06,Cancelled,False
MS0001893,MEM001452,MT007,2024-05-19,2025-05-14,Expired,False
MS0001894,MEM001453,MT002,2020-11-21,2020-12-21,Expired,False
MS0001895,MEM001454,MT008,2024-10-22,2025-10-17,Expired,False
MS0001896,MEM001454,MT003,2025-10-31,2025-11-30,Active,False
MS0001897,MEM001455,MT003,2025-04-13,2025-05-13,Expired,False
MS0001898,MEM001456,MT002,2021-08-21,2021-09-20,Expired,False
MS0001899,MEM001457,MT002,2025-02-25,2025-03-27,Expired,False
MS0001900,MEM001458,MT001,2021-02-03,2021-03-05,Expired,False
MS0001901,MEM001459,MT007,2025-09-23,2026-09-18,Active,True
MS0001902,MEM001460,MT009,2023-05-05,2023-05-05,Expired,False
MS0001903,MEM001461,MT001,2022-06-24,2022-07-24,Expired,False
MS0001904,MEM001461,MT007,2022-10-12,2023-10-07,Expired,False
MS0001905,MEM001462,MT002,2022-03-04,2022-04-03,Expired,False
MS0001906,MEM001463,MT006,2024-06-28,2024-07-28,Expired,False
MS0001907,MEM001464,MT003,2022-05-31,2022-06-30,Expired,False
MS0001908,MEM001465,MT001,2021-03-24,2021-04-23,Expired,False
MS0001909,MEM001466,MT001,2020-12-23,2021-01-22,Expired,False
MS0001910,MEM001467,MT004,2022-02-03,2022-03-05,Expired,False
MS0001911,MEM001467,MT001,2022-03-19,2022-04-18,Expired,False
MS0001912,MEM001468,MT001,2024-09-06,2024-10-06,Expired,False
MS0001913,MEM001469,MT002,2021-03-04,2021-04-03,Expired,False
MS0001914,MEM001470,MT006,2022-08-03,2022-09-02,Expired,False
MS0001915,MEM001471,MT003,2025-07-05,2025-08-04,Expired,False
MS0001916,MEM001471,MT001,2025-09-04,2025-10-04,Active,False
MS0001917,MEM001472,MT001,2024-08-05,2024-09-04,Expired,False
MS0001918,MEM001472,MT002,2024-10-19,2024-11-18,Expired,False
MS0001919,MEM001473,MT002,2025-09-19,2025-10-19,Expired,False
MS0001920,MEM001473,MT001,2025-12-14,2026-01-13,Active,False
MS0001921,MEM001474,MT003,2023-04-03,2023-05-03,Cancelled,False
MS0001922,MEM001474,MT006,2023-05-21,2023-06-20,Expired,False
MS0001923,MEM001475,MT007,2024-07-08,2025-07-03,Expired,False
