enrollmentid,memberid,instanceid,enrollmentdate,enrollmentstatus,paymentamount,checkintime,checkouttime
EN00000193,MEM001918,CI0000020,2025-09-18 20:29:07.684561,Attended,0.0,2025-09-27 00:00:00.860242,2025-09-27 00:54:00.860242
EN00000194,MEM001807,CI0000020,2025-09-24 19:50:48.837838,Attended,0.0,2025-09-27 00:00:00.624884,2025-09-27 01:03:00.624884
EN00000195,MEM001672,CI0000020,2025-09-23 08:29:59.277506,Attended,0.0,2025-09-27 00:00:00.404982,2025-09-27 01:08:00.404982
EN00000196,MEM000591,CI0000020,2025-09-27 00:00:00.869552,Attended,0.0,2025-09-27 00:00:00.415071,2025-09-27 01:12:00.415071
EN00000197,MEM000687,CI0000020,2025-09-24 06:38:59.463951,Attended,0.0,2025-09-27 00:00:00.686906,2025-09-27 01:45:00.686906
EN00000198,MEM001322,CI0000020,2025-09-23 11:17:44.950434,Attended,0.0,2025-09-27 00:00:00.565629,2025-09-27 01:33:00.565629
EN00000199,MEM001051,CI0000020,2025-09-26 17:47:48.064196,Attended,0.0,2025-09-27 00:00:00.599745,2025-09-27 01:43:00.599745
EN00000200,MEM000067,CI0000020,2025-09-24 01:00:51.952316,No Show,0.0,,
EN00000201,MEM000880,CI0000021,2025-09-26 05:30:28.975264,Attended,0.0,2025-09-27 00:00:00.661885,2025-09-27 01:17:00.661885
EN00000202,MEM001807,CI0000021,2025-09-22 08:22:07.771370,Attended,0.0,2025-09-27 00:00:00.733064,2025-09-27 00:51:00.733064
EN00000203,MEM000490,CI0000021,2025-09-27 00:00:00.971633,Attended,0.0,2025-09-27 00:00:00.240122,2025-09-27 01:44:00.240122
EN00000204,MEM001510,CI0000021,2025-09-26 08:19:52.628234,Attended,0.0,2025-09-27 00:00:00.638405,2025-09-27 00:56:00.638405
EN00000205,MEM001097,CI0000021,2025-09-25 20:46:19.928033,Attended,0.0,2025-09-27 00:00:00.331879,2025-09-27 01:20:00.331879
EN00000206,MEM000486,CI0000021,2025-09-26 13:54:52.184769,Attended,0.0,2025-09-27 00:00:00.486391,2025-09-27 01:56:00.486391
EN00000207,MEM001759,CI0000021,2025-09-25 05:22:38.874668,Attended,0.0,2025-09-27 00:00:00.928505,2025-09-27 01:11:00.928505
EN00000208,MEM001304,CI0000021,2025-09-22 11:51:06.269373,Attended,0.0,2025-09-27 00:00:00.507457,2025-09-27 01:25:00.507457
EN00000209,MEM001692,CI0000021,2025-09-26 21:04:13.575255,Attended,0.0,2025-09-27 00:00:00.999988,2025-09-27 01:52:00.999988
EN00000210,MEM000326,CI0000021,2025-09-22 10:28:48.233726,Attended,0.0,2025-09-27 00:00:00.276245,2025-09-27 01:42:00.276245
EN00000211,MEM000990,CI0000021,2025-09-26 02:03:46.701598,Attended,0.0,2025-09-27 00:00:00.959827,2025-09-27 01:15:00.959827
EN00000212,MEM000086,CI0000021,2025-09-25 16:46:19.913124,Attended,0.0,2025-09-27 00:00:00.970570,2025-09-27 01:53:00.970570
EN00000213,MEM000951,CI0000021,2025-09-22 04:14:20.991560,Attended,0.0,2025-09-27 00:00:00.612569,2025-09-27 01:40:00.612569
EN00000214,MEM001369,CI0000021,2025-09-24 10:16:54.378305,Attended,0.0,2025-09-27 00:00:00.394107,2025-09-27 01:38:00.394107
EN00000215,MEM000450,CI0000021,2025-09-25 17:24:09.792053,Attended,0.0,2025-09-27 00:00:00.123290,2025-09-27 01:06:00.123290
EN00000216,MEM001427,CI0000021,2025-09-25 09:29:35.003295,Attended,0.0,2025-09-27 00:00:00.774602,2025-09-27 01:43:00.774602
EN00000217,MEM000268,CI0000021,2025-09-26 06:43:03.031670,No Show,0.0,,
EN00000218,MEM000615,CI0000021,2025-09-19 02:58:33.567936,No Show,0.0,,
EN00000219,MEM000359,CI0000022,2025-09-25 14:29:09.797853,Attended,0.0,2025-09-27 00:00:00.344592,2025-09-27 00:59:00.344592
EN00000220,MEM001701,CI0000022,2025-09-21 16:06:07.619057,Attended,0.0,2025-09-27 00:00:00.837031,2025-09-27 01:27:00.837031
EN00000221,MEM000512,CI0000022,2025-09-25 14:58:55.220251,Attended,0.0,2025-09-27 00:00:00.405820,2025-09-27 01:56:00.405820
EN00000222,MEM001841,CI0000022,2025-09-27 00:00:00.640692,Attended,0.0,2025-09-27 00:00:00.379495,2025-09-27 00:53:00.379495
EN00000223,MEM000038,CI0000022,2025-09-25 04:37:51.191003,Attended,0.0,2025-09-27 00:00:00.846408,2025-09-27 01:45:00.846408
EN00000224,MEM000692,CI0000023,2025-09-27 21:57:18.370921,Attended,0.0,2025-09-28 00:00:00.500641,2025-09-28 01:45:00.500641
EN00000225,MEM001265,CI0000023,2025-09-28 00:00:00.024226,Attended,0.0,2025-09-28 00:00:00.500562,2025-09-28 00:57:00.500562
EN00000226,MEM001667,CI0000023,2025-09-23 00:29:45.892392,Attended,0.0,2025-09-28 00:00:00.982787,2025-09-28 00:56:00.982787
EN00000227,MEM001244,CI0000023,2025-09-23 17:21:12.255628,Attended,0.0,2025-09-28 00:00:00.398090,2025-09-28 01:23:00.398090
EN00000228,MEM000617,CI0000023,2025-09-25 04:49:44.183318,Attended,0.0,2025-09-28 00:00:00.283202,2025-09-28 00:56:00.283202
EN00000229,MEM001003,CI0000023,2025-09-24 00:22:08.702580,Attended,0.0,2025-09-28 00:00:00.527235,2025-09-28 00:50:00.527235
EN00000230,MEM001103,CI0000023,2025-09-25 16:25:51.049740,Attended,0.0,2025-09-28 00:00:00.944033,2025-09-28 01:26:00.944033
EN00000231,MEM000127,CI0000023,2025-09-23 04:17:37.112547,Attended,0.0,2025-09-28 00:00:00.763817,2025-09-28 01:50:00.763817
EN00000232,MEM000458,CI0000023,2025-09-26 07:12:40.303718,Attended,0.0,2025-09-28 00:00:00.198861,2025-09-28 01:23:00.198861
EN00000233,MEM000119,CI0000023,2025-09-26 06:32:13.798582,Attended,0.0,2025-09-28 00:00:00.469710,2025-09-28 00:49:00.469710
EN00000234,MEM000339,CI0000023,2025-09-23 20:53:28.019780,Attended,0.0,2025-09-28 00:00:00.175408,2025-09-28 01:14:00.175408
EN00000235,MEM000047,CI0000023,2025-09-26 17:21:48.876305,Attended,0.0,2025-09-28 00:00:00.908746,2025-09-28 01:59:00.908746
EN00000236,MEM001993,CI0000023,2025-09-28 00:00:00.327323,Attended,0.0,2025-09-28 00:00:00.814370,2025-09-28 01:27:00.814370
EN00000237,MEM000032,CI0000023,2025-09-23 04:55:13.677622,Attended,0.0,2025-09-28 00:00:00.179220,2025-09-28 00:52:00.179220
EN00000238,MEM000172,CI0000023,2025-09-27 07:27:07.159416,Attended,0.0,2025-09-28 00:00:00.462136,2025-09-28 00:58:00.462136
EN00000239,MEM001719,CI0000023,2025-09-26 12:37:21.279478,No Show,0.0,,
EN00000240,MEM000836,CI0000023,2025-09-22 01:04:03.629135,No Show,0.0,,
EN00000241,MEM001051,CI0000023,2025-09-26 19:24:48.357369,No Show,0.0,,
EN00000242,MEM001458,CI0000024,2025-09-24 09:59:28.391484,Attended,0.0,2025-09-28 00:00:00.456381,2025-09-28 00:50:00.456381
EN00000243,MEM001729,CI0000024,2025-09-25 14:31:25.631944,Attended,0.0,2025-09-28 00:00:00.368414,2025-09-28 01:25:00.368414
EN00000244,MEM000559,CI0000024,2025-09-26 13:48:55.870131,Attended,0.0,2025-09-28 00:00:00.552286,2025-09-28 01:22:00.552286
EN00000245,MEM001620,CI0000024,2025-09-26 08:02:24.612337,Attended,0.0,2025-09-28 00:00:00.637686,2025-09-28 00:47:00.637686
EN00000246,MEM000088,CI0000024,2025-09-21 05:18:07.229666,Attended,0.0,2025-09-28 00:00:00.877290,2025-09-28 00:54:00.877290
EN00000247,MEM000386,CI0000024,2025-09-27 07:13:03.833507,Attended,0.0,2025-09-28 00:00:00.145907,2025-09-28 01:04:00.145907
EN00000248,MEM000038,CI0000024,2025-09-27 09:32:43.940793,Attended,0.0,2025-09-28 00:00:00.826269,2025-09-28 01:33:00.826269
EN00000249,MEM001815,CI0000025,2025-09-27 12:25:02.093094,Attended,0.0,2025-09-28 00:00:00.966878,2025-09-28 01:20:00.966878
EN00000250,MEM001425,CI0000025,2025-09-25 22:37:21.242815,Attended,0.0,2025-09-28 00:00:00.751121,2025-09-28 00:54:00.751121
EN00000251,MEM001212,CI0000025,2025-09-26 01:31:50.349786,Attended,0.0,2025-09-28 00:00:00.222708,2025-09-28 01:20:00.222708
EN00000252,MEM001785,CI0000025,2025-09-22 00:56:15.664478,Attended,0.0,2025-09-28 00:00:00.827564,2025-09-28 01:26:00.827564
EN00000253,MEM001668,CI0000025,2025-09-22 07:25:49.892692,Attended,0.0,2025-09-28 00:00:00.879437,2025-09-28 01:03:00.879437
EN00000254,MEM000543,CI0000025,2025-09-21 12:37:14.016924,Attended,0.0,2025-09-28 00:00:00.625521,2025-09-28 01:41:00.625521
EN00000255,MEM001393,CI0000025,2025-09-24 23:22:38.715134,Attended,0.0,2025-09-28 00:00:00.384397,2025-09-28 01:47:00.384397
EN00000256,MEM000175,CI0000025,2025-09-26 03:46:16.864347,Attended,0.0,2025-09-28 00:00:00.922596,2025-09-28 01:00:00.922596
EN00000257,MEM000595,CI0000025,2025-09-26 00:35:18.482229,Attended,0.0,2025-09-28 00:00:00.732625,2025-09-28 00:59:00.732625
EN00000258,MEM001517,CI0000025,2025-09-25 14:09:27.475049,Attended,0.0,2025-09-28 00:00:00.762806,2025-09-28 01:28:00.762806
EN00000259,MEM000738,CI0000025,2025-09-24 11:15:43.162981,Attended,0.0,2025-09-28 00:00:00.178013,2025-09-28 01:23:00.178013
EN00000260,MEM000800,CI0000025,2025-09-24 10:27:52.699037,No Show,0.0,,
EN00000261,MEM001428,CI0000026,2025-09-27 03:08:27.593984,Attended,0.0,2025-09-28 00:00:00.262679,2025-09-28 00:58:00.262679
EN00000262,MEM001245,CI0000026,2025-09-23 16:23:39.092155,Attended,0.0,2025-09-28 00:00:00.365792,2025-09-28 00:46:00.365792
EN00000263,MEM000438,CI0000026,2025-09-24 05:01:22.716474,Attended,0.0,2025-09-28 00:00:00.074930,2025-09-28 01:37:00.074930
EN00000264,MEM001772,CI0000026,2025-09-22 09:14:30.034040,Attended,0.0,2025-09-28 00:00:00.946427,2025-09-28 01:51:00.946427
EN00000265,MEM001223,CI0000027,2025-09-28 00:00:00.694409,Attended,0.0,2025-09-28 00:00:00.125309,2025-09-28 00:45:00.125309
EN00000266,MEM001695,CI0000027,2025-09-21 10:31:21.751907,Attended,0.0,2025-09-28 00:00:00.197083,2025-09-28 01:54:00.197083
EN00000267,MEM000205,CI0000027,2025-09-22 16:04:30.381669,Attended,0.0,2025-09-28 00:00:00.520032,2025-09-28 01:04:00.520032
EN00000268,MEM000447,CI0000027,2025-09-24 08:28:54.177758,Attended,0.0,2025-09-28 00:00:00.800780,2025-09-28 01:57:00.800780
EN00000269,MEM000889,CI0000027,2025-09-28 00:00:00.987693,Attended,0.0,2025-09-28 00:00:00.398731,2025-09-28 01:03:00.398731
EN00000270,MEM001886,CI0000027,2025-09-27 18:28:39.101637,Attended,0.0,2025-09-28 00:00:00.094039,2025-09-28 01:29:00.094039
EN00000271,MEM001407,CI0000027,2025-09-22 19:43:17.912167,Attended,0.0,2025-09-28 00:00:00.543979,2025-09-28 01:15:00.543979
EN00000272,MEM001505,CI0000027,2025-09-26 08:32:33.217257,Attended,0.0,2025-09-28 00:00:00.901780,2025-09-28 01:45:00.901780
EN00000273,MEM000906,CI0000028,2025-09-23 11:22:16.790250,Attended,0.0,2025-09-28 00:00:00.463797,2025-09-28 01:42:00.463797
EN00000274,MEM000999,CI0000028,2025-09-26 14:39:01.899240,Attended,0.0,2025-09-28 00:00:00.880241,2025-09-28 01:55:00.880241
EN00000275,MEM001442,CI0000028,2025-09-26 02:48:06.177464,Attended,0.0,2025-09-28 00:00:00.163563,2025-09-28 01:23:00.163563
EN00000276,MEM001844,CI0000028,2025-09-23 03:49:26.429838,Attended,0.0,2025-09-28 00:00:00.511785,2025-09-28 01:56:00.511785
EN00000277,MEM001257,CI0000028,2025-09-25 21:25:59.492382,Attended,0.0,2025-09-28 00:00:00.525128,2025-09-28 01:36:00.525128
EN00000278,MEM000340,CI0000028,2025-09-22 02:02:24.198627,Attended,0.0,2025-09-28 00:00:00.033904,2025-09-28 00:59:00.033904
EN00000279,MEM000388,CI0000028,2025-09-23 12:06:46.589630,Attended,0.0,2025-09-28 00:00:00.847072,2025-09-28 01:30:00.847072
EN00000280,MEM000966,CI0000028,2025-09-24 07:17:29.578223,Attended,0.0,2025-09-28 00:00:00.207301,2025-09-28 00:56:00.207301
EN00000281,MEM000534,CI0000028,2025-09-24 23:42:29.942930,Attended,0.0,2025-09-28 00:00:00.510309,2025-09-28 01:25:00.510309
EN00000282,MEM000568,CI0000028,2025-09-27 00:39:32.177212,Attended,0.0,2025-09-28 00:00:00.933578,2025-09-28 01:18:00.933578
EN00000283,MEM001444,CI0000028,2025-09-25 20:17:12.593085,No Show,0.0,,
EN00000284,MEM001463,CI0000029,2025-09-23 02:02:12.080307,Attended,0.0,2025-09-29 00:00:00.349452,2025-09-29 01:54:00.349452
EN00000285,MEM001248,CI0000029,2025-09-28 05:23:44.846808,Attended,0.0,2025-09-29 00:00:00.578837,2025-09-29 01:14:00.578837
EN00000286,MEM000739,CI0000029,2025-09-24 02:54:10.005077,Attended,0.0,2025-09-29 00:00:00.343659,2025-09-29 00:58:00.343659
EN00000287,MEM001206,CI0000029,2025-09-23 07:50:33.516629,Attended,0.0,2025-09-29 00:00:00.907867,2025-09-29 01:29:00.907867
EN00000288,MEM000965,CI0000029,2025-09-25 00:07:17.590616,Attended,0.0,2025-09-29 00:00:00.604636,2025-09-29 01:22:00.604636
EN00000289,MEM001002,CI0000029,2025-09-24 07:27:06.872417,Attended,0.0,2025-09-29 00:00:00.280834,2025-09-29 01:31:00.280834
EN00000290,MEM001031,CI0000029,2025-09-23 02:14:19.753775,Attended,0.0,2025-09-29 00:00:00.507258,2025-09-29 01:01:00.507258
EN00000291,MEM001777,CI0000029,2025-09-24 15:00:49.059657,Attended,0.0,2025-09-29 00:00:00.112819,2025-09-29 01:59:00.112819
EN00000292,MEM000172,CI0000029,2025-09-24 05:31:57.654369,Attended,0.0,2025-09-29 00:00:00.587578,2025-09-29 01:41:00.587578
EN00000293,MEM001723,CI0000029,2025-09-26 06:56:24.262566,Attended,0.0,2025-09-29 00:00:00.416065,2025-09-29 01:54:00.416065
EN00000294,MEM001903,CI0000029,2025-09-25 22:33:34.568849,Attended,0.0,2025-09-29 00:00:00.511397,2025-09-29 01:01:00.511397
EN00000295,MEM000577,CI0000029,2025-09-28 15:54:30.296038,Attended,0.0,2025-09-29 00:00:00.039382,2025-09-29 01:29:00.039382
EN00000296,MEM001509,CI0000029,2025-09-25 13:49:05.327660,Attended,0.0,2025-09-29 00:00:00.219639,2025-09-29 00:56:00.219639
EN00000297,MEM000380,CI0000029,2025-09-27 22:21:09.116602,Attended,0.0,2025-09-29 00:00:00.444187,2025-09-29 01:46:00.444187
EN00000298,MEM000143,CI0000029,2025-09-28 09:40:29.393613,No Show,0.0,,
EN00000299,MEM000440,CI0000029,2025-09-28 22:51:52.639773,No Show,0.0,,
EN00000300,MEM001366,CI0000030,2025-09-27 05:07:38.472942,Attended,0.0,2025-09-29 00:00:00.665005,2025-09-29 01:55:00.665005
EN00000301,MEM001026,CI0000030,2025-09-25 06:45:32.371813,Attended,0.0,2025-09-29 00:00:00.283831,2025-09-29 01:18:00.283831
EN00000302,MEM000002,CI0000030,2025-09-28 19:48:14.278808,Attended,0.0,2025-09-29 00:00:00.673770,2025-09-29 01:22:00.673770
EN00000303,MEM000367,CI0000030,2025-09-26 23:36:26.953707,Attended,0.0,2025-09-29 00:00:00.465801,2025-09-29 01:30:00.465801
EN00000304,MEM000497,CI0000030,2025-09-28 04:44:22.638762,Attended,0.0,2025-09-29 00:00:00.814300,2025-09-29 01:09:00.814300
EN00000305,MEM000865,CI0000030,2025-09-25 16:31:15.518094,Attended,0.0,2025-09-29 00:00:00.663502,2025-09-29 01:24:00.663502
EN00000306,MEM001588,CI0000030,2025-09-25 18:03:35.443981,Attended,0.0,2025-09-29 00:00:00.357885,2025-09-29 01:33:00.357885
EN00000307,MEM001253,CI0000030,2025-09-28 03:35:27.224956,Attended,0.0,2025-09-29 00:00:00.521517,2025-09-29 01:12:00.521517
EN00000308,MEM000973,CI0000030,2025-09-26 04:44:44.756195,Attended,0.0,2025-09-29 00:00:00.726647,2025-09-29 01:29:00.726647
EN00000309,MEM001147,CI0000030,2025-09-23 05:23:11.439495,Attended,0.0,2025-09-29 00:00:00.300187,2025-09-29 02:00:00.300187
EN00000310,MEM000935,CI0000030,2025-09-27 04:33:18.075867,Attended,0.0,2025-09-29 00:00:00.131539,2025-09-29 01:06:00.131539
EN00000311,MEM001273,CI0000030,2025-09-26 18:59:54.871689,Attended,0.0,2025-09-29 00:00:00.691186,2025-09-29 00:48:00.691186
EN00000312,MEM001039,CI0000030,2025-09-28 06:43:48.198303,Attended,0.0,2025-09-29 00:00:00.165763,2025-09-29 01:55:00.165763
EN00000313,MEM000655,CI0000030,2025-09-25 13:11:55.516388,No Show,0.0,,
EN00000314,MEM001571,CI0000030,2025-09-29 00:00:00.214746,No Show,0.0,,
EN00000315,MEM001425,CI0000031,2025-09-28 18:26:37.521812,Attended,0.0,2025-09-29 00:00:00.455794,2025-09-29 01:17:00.455794
EN00000316,MEM000118,CI0000031,2025-09-23 11:35:22.968287,Attended,0.0,2025-09-29 00:00:00.597874,2025-09-29 02:00:00.597874
EN00000317,MEM001912,CI0000031,2025-09-27 06:46:45.903613,Attended,0.0,2025-09-29 00:00:00.241499,2025-09-29 01:36:00.241499
EN00000318,MEM000141,CI0000031,2025-09-28 00:55:02.546743,Attended,0.0,2025-09-29 00:00:00.821048,2025-09-29 01:19:00.821048
EN00000319,MEM000465,CI0000031,2025-09-27 20:48:45.375076,Attended,0.0,2025-09-29 00:00:00.512897,2025-09-29 01:27:00.512897
EN00000320,MEM000767,CI0000031,2025-09-27 02:27:02.630207,Attended,0.0,2025-09-29 00:00:00.851651,2025-09-29 00:48:00.851651
EN00000321,MEM001169,CI0000031,2025-09-27 19:47:03.121013,Attended,0.0,2025-09-29 00:00:00.811834,2025-09-29 00:49:00.811834
EN00000322,MEM000444,CI0000031,2025-09-27 03:59:29.303016,Attended,0.0,2025-09-29 00:00:00.370108,2025-09-29 01:54:00.370108
EN00000323,MEM000788,CI0000031,2025-09-27 11:43:15.583797,Attended,0.0,2025-09-29 00:00:00.290536,2025-09-29 00:48:00.290536
EN00000324,MEM000185,CI0000031,2025-09-25 18:02:23.789235,Attended,0.0,2025-09-29 00:00:00.396523,2025-09-29 01:07:00.396523
EN00000325,MEM000571,CI0000031,2025-09-27 08:23:26.601295,Attended,0.0,2025-09-29 00:00:00.599018,2025-09-29 00:52:00.599018
EN00000326,MEM001073,CI0000031,2025-09-26 20:30:40.143348,No Show,0.0,,
EN00000327,MEM000845,CI0000031,2025-09-28 11:39:24.779328,No Show,0.0,,
EN00000328,MEM000514,CI0000032,2025-09-21 18:06:02.421708,Attended,0.0,2025-09-29 00:00:00.848123,2025-09-29 01:28:00.848123
EN00000329,MEM000333,CI0000032,2025-09-28 19:02:30.662200,Attended,0.0,2025-09-29 00:00:00.490428,2025-09-29 01:57:00.490428
EN00000330,MEM000853,CI0000032,2025-09-28 11:25:04.170006,Attended,0.0,2025-09-29 00:00:00.426013,2025-09-29 01:12:00.426013
EN00000331,MEM001590,CI0000032,2025-09-28 11:18:41.268508,Attended,0.0,2025-09-29 00:00:00.518583,2025-09-29 01:11:00.518583
EN00000332,MEM000769,CI0000032,2025-09-28 19:14:09.679680,Attended,0.0,2025-09-29 00:00:00.770694,2025-09-29 00:50:00.770694
EN00000333,MEM001977,CI0000032,2025-09-26 19:19:17.724346,Attended,0.0,2025-09-29 00:00:00.834471,2025-09-29 01:26:00.834471
EN00000334,MEM000300,CI0000032,2025-09-29 00:00:00.492276,Attended,0.0,2025-09-29 00:00:00.982115,2025-09-29 01:22:00.982115
EN00000335,MEM000409,CI0000032,2025-09-26 19:04:35.094507,Attended,0.0,2025-09-29 00:00:00.238755,2025-09-29 01:44:00.238755
EN00000336,MEM001742,CI0000032,2025-09-28 04:31:07.038121,Attended,0.0,2025-09-29 00:00:00.263815,2025-09-29 01:06:00.263815
EN00000337,MEM000606,CI0000032,2025-09-28 13:43:49.133668,Attended,0.0,2025-09-29 00:00:00.361907,2025-09-29 00:52:00.361907
EN00000338,MEM000883,CI0000032,2025-09-22 11:37:30.703310,Attended,0.0,2025-09-29 00:00:00.150353,2025-09-29 01:02:00.150353
EN00000339,MEM001259,CI0000032,2025-09-23 03:56:34.699164,Attended,0.0,2025-09-29 00:00:00.944281,2025-09-29 00:54:00.944281
EN00000340,MEM000695,CI0000032,2025-09-25 15:53:20.369079,Attended,0.0,2025-09-29 00:00:00.260988,2025-09-29 00:47:00.260988
EN00000341,MEM000354,CI0000032,2025-09-24 12:15:16.075936,No Show,0.0,,
EN00000342,MEM000603,CI0000032,2025-09-24 02:04:37.836035,No Show,0.0,,
EN00000343,MEM001139,CI0000033,2025-09-21 17:24:23.572111,Attended,0.0,2025-09-29 00:00:00.238613,2025-09-29 01:50:00.238613
EN00000344,MEM000154,CI0000033,2025-09-26 15:14:55.313818,Attended,0.0,2025-09-29 00:00:00.180235,2025-09-29 01:18:00.180235
EN00000345,MEM000451,CI0000033,2025-09-23 02:53:36.376932,Attended,0.0,2025-09-29 00:00:00.644567,2025-09-29 00:53:00.644567
EN00000346,MEM001690,CI0000033,2025-09-25 19:05:30.744816,Attended,0.0,2025-09-29 00:00:00.840614,2025-09-29 01:05:00.840614
EN00000347,MEM000602,CI0000033,2025-09-24 10:23:14.133050,Attended,0.0,2025-09-29 00:00:00.962256,2025-09-29 01:36:00.962256
EN00000348,MEM000386,CI0000033,2025-09-25 11:15:57.845079,Attended,0.0,2025-09-29 00:00:00.210000,2025-09-29 01:06:00.210000
EN00000349,MEM001130,CI0000033,2025-09-28 06:38:30.569990,Attended,0.0,2025-09-29 00:00:00.068312,2025-09-29 01:57:00.068312
EN00000350,MEM001018,CI0000033,2025-09-27 01:05:09.760249,Attended,0.0,2025-09-29 00:00:00.583020,2025-09-29 01:17:00.583020
EN00000351,MEM000582,CI0000033,2025-09-28 17:59:35.745323,Attended,0.0,2025-09-29 00:00:00.117803,2025-09-29 01:03:00.117803
EN00000352,MEM001545,CI0000033,2025-09-24 02:47:40.452626,Attended,0.0,2025-09-29 00:00:00.701432,2025-09-29 00:54:00.701432
EN00000353,MEM001469,CI0000033,2025-09-25 11:49:02.062178,Attended,0.0,2025-09-29 00:00:00.226948,2025-09-29 01:43:00.226948
EN00000354,MEM001148,CI0000033,2025-09-26 03:12:21.413477,Attended,0.0,2025-09-29 00:00:00.864324,2025-09-29 01:50:00.864324
EN00000355,MEM001785,CI0000033,2025-09-22 15:12:23.255851,Attended,0.0,2025-09-29 00:00:00.963264,2025-09-29 00:50:00.963264
EN00000356,MEM001299,CI0000033,2025-09-24 10:58:18.908680,Attended,0.0,2025-09-29 00:00:00.645054,2025-09-29 01:52:00.645054
EN00000357,MEM000270,CI0000033,2025-09-23 08:15:44.207003,Attended,0.0,2025-09-29 00:00:00.396494,2025-09-29 00:56:00.396494
EN00000358,MEM000889,CI0000033,2025-09-27 00:28:13.253793,Attended,0.0,2025-09-29 00:00:00.274771,2025-09-29 01:34:00.274771
EN00000359,MEM001438,CI0000033,2025-09-27 05:10:03.048316,Attended,0.0,2025-09-29 00:00:00.251851,2025-09-29 01:12:00.251851
EN00000360,MEM000952,CI0000033,2025-09-22 01:37:09.959068,Attended,0.0,2025-09-29 00:00:00.270710,2025-09-29 00:51:00.270710
EN00000361,MEM000807,CI0000033,2025-09-25 03:27:06.445046,Attended,0.0,2025-09-29 00:00:00.025182,2025-09-29 01:47:00.025182
EN00000362,MEM001571,CI0000033,2025-09-22 15:58:47.926819,Attended,0.0,2025-09-29 00:00:00.382851,2025-09-29 01:58:00.382851
EN00000363,MEM001584,CI0000033,2025-09-27 14:49:52.824479,Attended,0.0,2025-09-29 00:00:00.460455,2025-09-29 01:18:00.460455
EN00000364,MEM000278,CI0000033,2025-09-25 21:02:27.142973,Attended,0.0,2025-09-29 00:00:00.528421,2025-09-29 01:26:00.528421
EN00000365,MEM000204,CI0000035,2025-09-23 00:58:55.368235,Attended,0.0,2025-09-29 00:00:00.570897,2025-09-29 00:55:00.570897
EN00000366,MEM001039,CI0000035,2025-09-25 01:48:15.598763,Attended,0.0,2025-09-29 00:00:00.304671,2025-09-29 00:50:00.304671
EN00000367,MEM001211,CI0000035,2025-09-26 08:00:05.564761,Attended,0.0,2025-09-29 00:00:00.414905,2025-09-29 01:23:00.414905
EN00000368,MEM001572,CI0000035,2025-09-26 21:10:46.626570,Attended,0.0,2025-09-29 00:00:00.575938,2025-09-29 01:33:00.575938
EN00000369,MEM001507,CI0000035,2025-09-24 00:31:29.220162,Attended,0.0,2025-09-29 00:00:00.910542,2025-09-29 00:56:00.910542
EN00000370,MEM000778,CI0000035,2025-09-27 00:00:51.586084,Attended,0.0,2025-09-29 00:00:00.918865,2025-09-29 00:56:00.918865
EN00000371,MEM001621,CI0000035,2025-09-28 17:39:18.280648,Attended,0.0,2025-09-29 00:00:00.332704,2025-09-29 01:18:00.332704
